country,continent,year,lifeExp,pop
Taiwan,Asia,1992,74.26,20686918
Taiwan,Asia,1997,75.25,21628605
Taiwan,Asia,2002,76.99,22454239
Taiwan,Asia,2007,78.4,23174294
Thailand,Asia,1952,50.848,21289402
Thailand,Asia,1957,53.63,25041917
Thailand,Asia,1962,56.061,29263397
Thailand,Asia,1967,58.285,34024249
Thailand,Asia,1972,60.405,39276153
Thailand,Asia,1977,62.494,44148285
Thailand,Asia,1982,64.597,48827160
Thailand,Asia,1987,66.084,52910342
Thailand,Asia,1992,67.298,56667095
Thailand,Asia,1997,67.521,60216677
Thailand,Asia,2002,68.564,62806748
Thailand,Asia,2007,70.616,65068149
Turkey,Europe,1952,43.585,22235677
Turkey,Europe,1957,48.079,25670939
Turkey,Europe,1962,52.098,29788695
Turkey,Europe,1967,54.336,33411317
Turkey,Europe,1972,57.005,37492953
Turkey,Europe,1977,59.507,42404033
Turkey,Europe,1982,61.036,47328791
Turkey,Europe,1987,63.108,52881328
Turkey,Europe,1992,66.146,58179144
Turkey,Europe,1997,68.835,63047647
Turkey,Europe,2002,70.845,67308928
Turkey,Europe,2007,71.777,71158647
United Kingdom,Europe,1952,69.18,50430000
United Kingdom,Europe,1957,70.42,51430000
United Kingdom,Europe,1962,70.76,53292000
United Kingdom,Europe,1967,71.36,54959000
United Kingdom,Europe,1972,72.01,56079000
United Kingdom,Europe,1977,72.76,56179000
United Kingdom,Europe,1982,74.04,56339704
United Kingdom,Europe,1987,75.007,56981620
United Kingdom,Europe,1992,76.42,57866349
United Kingdom,Europe,1997,77.218,58808266
United Kingdom,Europe,2002,78.471,59912431
United Kingdom,Europe,2007,79.425,60776238
Vietnam,Asia,1952,40.412,26246839
Vietnam,Asia,1957,42.887,28998543
Vietnam,Asia,1962,45.363,33796140
Vietnam,Asia,1967,47.838,39463910
Vietnam,Asia,1972,50.254,44655014
Vietnam,Asia,1977,55.764,50533506
Vietnam,Asia,1982,58.816,56142181
Vietnam,Asia,1987,62.82,62826491
Vietnam,Asia,1992,67.662,69940728
Vietnam,Asia,1997,70.672,76048996
Vietnam,Asia,2002,73.017,80908147
Vietnam,Asia,2007,74.249,85262356
West Bank and Gaza,Asia,1952,43.16,1030585
West Bank and Gaza,Asia,1957,45.671,1070439
West Bank and Gaza,Asia,1962,48.127,1133134
West Bank and Gaza,Asia,1967,51.631,1142636
West Bank and Gaza,Asia,1972,56.532,1089572
West Bank and Gaza,Asia,1977,60.765,1261091
West Bank and Gaza,Asia,1982,64.406,1425876
West Bank and Gaza,Asia,1987,67.046,1691210
West Bank and Gaza,Asia,1992,69.718,2104779
West Bank and Gaza,Asia,1997,71.096,2826046
West Bank and Gaza,Asia,2002,72.37,3389578
West Bank and Gaza,Asia,2007,73.422,4018332
"Yemen, Rep.",Asia,1952,32.548,4963829
"Yemen, Rep.",Asia,1957,33.97,5498090
"Yemen, Rep.",Asia,1962,35.18,6120081
"Yemen, Rep.",Asia,1967,36.984,6740785
"Yemen, Rep.",Asia,1972,39.848,7407075
"Yemen, Rep.",Asia,1977,44.175,8403990
"Yemen, Rep.",Asia,1982,49.113,9657618
"Yemen, Rep.",Asia,1987,52.922,11219340
"Yemen, Rep.",Asia,1992,55.599,13367997
"Yemen, Rep.",Asia,1997,58.02,15826497
"Yemen, Rep.",Asia,2002,60.308,18701257
"Yemen, Rep.",Asia,2007,62.698,22211743
