"country","continent","year","lifeExp","pop"
"Nigeria","Africa",1957,37.802,37173340
"Nigeria","Africa",1962,39.36,41871351
"Nigeria","Africa",1967,41.04,47287752
"Nigeria","Africa",1972,42.821,53740085
"Nigeria","Africa",1977,44.514,62209173
"Nigeria","Africa",1982,45.826,73039376
"Nigeria","Africa",1987,46.886,81551520
"Nigeria","Africa",1992,47.472,93364244
"Nigeria","Africa",1997,47.464,106207839
"Nigeria","Africa",2002,46.608,119901274
"Nigeria","Africa",2007,46.859,135031164
"Panama","Americas",1952,55.191,940080
"Panama","Americas",1957,59.201,1063506
"Panama","Americas",1962,61.817,1215725
"Panama","Americas",1967,64.071,1405486
"Panama","Americas",1972,66.216,1616384
"Panama","Americas",1977,68.681,1839782
"Panama","Americas",1987,71.523,2253639
"Panama","Americas",1992,72.462,2484997
"Panama","Americas",1997,73.738,2734531
"Panama","Americas",2002,74.712,2990875
"Panama","Americas",2007,75.537,3242173
"Paraguay","Americas",1952,62.649,1555876
"Paraguay","Americas",1957,63.196,1770902
"Paraguay","Americas",1962,64.361,2009813
"Paraguay","Americas",1967,64.951,2287985
"Paraguay","Americas",1972,65.815,2614104
"Paraguay","Americas",1977,66.353,2984494
"Paraguay","Americas",1987,67.378,3886512
"Paraguay","Americas",1992,68.225,4483945
"Paraguay","Americas",1997,69.4,5154123
"Paraguay","Americas",2002,70.755,5884491
"Paraguay","Americas",2007,71.752,6667147
"Peru","Americas",1952,43.902,8025700
"Peru","Americas",1957,46.263,9146100
"Peru","Americas",1962,49.096,10516500
"Peru","Americas",1967,51.445,12132200
"Peru","Americas",1972,55.448,13954700
"Peru","Americas",1977,58.447,15990099
"Peru","Americas",1987,64.134,20195924
"Peru","Americas",1992,66.458,22430449
"Peru","Americas",1997,68.386,24748122
"Peru","Americas",2002,69.906,26769436
"Peru","Americas",2007,71.421,28674757
"Puerto Rico","Americas",1952,64.28,2227000
"Puerto Rico","Americas",1957,68.54,2260000
"Puerto Rico","Americas",1962,69.62,2448046
"Puerto Rico","Americas",1967,71.1,2648961
"Puerto Rico","Americas",1972,72.16,2847132
"Puerto Rico","Americas",1977,73.44,3080828
"Puerto Rico","Americas",1987,74.63,3444468
"Puerto Rico","Americas",1992,73.911,3585176
"Puerto Rico","Americas",1997,74.917,3759430
"Puerto Rico","Americas",2002,77.778,3859606
"Puerto Rico","Americas",2007,78.746,3942491
"Reunion","Africa",1952,52.724,257700
"Reunion","Africa",1957,55.09,308700
"Reunion","Africa",1962,57.666,358900
"Reunion","Africa",1967,60.542,414024
"Reunion","Africa",1972,64.274,461633
"Reunion","Africa",1977,67.064,492095
"Reunion","Africa",1982,69.885,517810
"Reunion","Africa",1987,71.913,562035
"Reunion","Africa",1992,73.615,622191
"Reunion","Africa",1997,74.772,684810
"Reunion","Africa",2002,75.744,743981
"Reunion","Africa",2007,76.442,798094
"Rwanda","Africa",1952,40,2534927
"Rwanda","Africa",1957,41.5,2822082
"Rwanda","Africa",1962,43,3051242
"Rwanda","Africa",1967,44.1,3451079
"Rwanda","Africa",1972,44.6,3992121
"Rwanda","Africa",1977,45,4657072
"Rwanda","Africa",1982,46.218,5507565
"Rwanda","Africa",1987,44.02,6349365
"Rwanda","Africa",1992,23.599,7290203
"Rwanda","Africa",1997,36.087,7212583
"Rwanda","Africa",2002,43.413,7852401
"Rwanda","Africa",2007,46.242,8860588
"Sao Tome and Principe","Africa",1952,46.471,60011
"Sao Tome and Principe","Africa",1957,48.945,61325
"Sao Tome and Principe","Africa",1962,51.893,65345
"Sao Tome and Principe","Africa",1967,54.425,70787
"Sao Tome and Principe","Africa",1972,56.48,76595
"Sao Tome and Principe","Africa",1977,58.55,86796
"Sao Tome and Principe","Africa",1982,60.351,98593
"Sao Tome and Principe","Africa",1987,61.728,110812
"Sao Tome and Principe","Africa",1992,62.742,125911
"Sao Tome and Principe","Africa",1997,63.306,145608
"Sao Tome and Principe","Africa",2002,64.337,170372
"Sao Tome and Principe","Africa",2007,65.528,199579
"Senegal","Africa",1952,37.278,2755589
"Senegal","Africa",1957,39.329,3054547
"Senegal","Africa",1962,41.454,3430243
"Senegal","Africa",1967,43.563,3965841
"Senegal","Africa",1972,45.815,4588696
"Senegal","Africa",1977,48.879,5260855
"Senegal","Africa",1982,52.379,6147783
"Senegal","Africa",1987,55.769,7171347
"Senegal","Africa",1992,58.196,8307920
"Senegal","Africa",1997,60.187,9535314
"Senegal","Africa",2002,61.6,10870037
"Senegal","Africa",2007,63.062,12267493
"Sierra Leone","Africa",1952,30.331,2143249
"Sierra Leone","Africa",1957,31.57,2295678
"Sierra Leone","Africa",1962,32.767,2467895
"Sierra Leone","Africa",1967,34.113,2662190
"Sierra Leone","Africa",1972,35.4,2879013
"Sierra Leone","Africa",1977,36.788,3140897
"Sierra Leone","Africa",1982,38.445,3464522
"Sierra Leone","Africa",1987,40.006,3868905
"Sierra Leone","Africa",1992,38.333,4260884
"Sierra Leone","Africa",1997,39.897,4578212
"Sierra Leone","Africa",2002,41.012,5359092
"Sierra Leone","Africa",2007,42.568,6144562
"Somalia","Africa",1952,32.978,2526994
"Somalia","Africa",1957,34.977,2780415
"Somalia","Africa",1962,36.981,3080153
"Somalia","Africa",1967,38.977,3428839
"Somalia","Africa",1972,40.973,3840161
"Somalia","Africa",1977,41.974,4353666
"Somalia","Africa",1982,42.955,5828892
"Somalia","Africa",1987,44.501,6921858
"Somalia","Africa",1992,39.658,6099799
"Somalia","Africa",1997,43.795,6633514
"Somalia","Africa",2002,45.936,7753310
"Somalia","Africa",2007,48.159,9118773
"South Africa","Africa",1952,45.009,14264935
"South Africa","Africa",1957,47.985,16151549
"South Africa","Africa",1962,49.951,18356657
"South Africa","Africa",1967,51.927,20997321
"South Africa","Africa",1972,53.696,23935810
"South Africa","Africa",1977,55.527,27129932
"South Africa","Africa",1982,58.161,31140029
"South Africa","Africa",1987,60.834,35933379
"South Africa","Africa",1992,61.888,39964159
"South Africa","Africa",1997,60.236,42835005
"South Africa","Africa",2002,53.365,44433622
"South Africa","Africa",2007,49.339,43997828
"Sudan","Africa",1952,38.635,8504667
"Sudan","Africa",1957,39.624,9753392
"Sudan","Africa",1962,40.87,11183227
"Sudan","Africa",1967,42.858,12716129
"Sudan","Africa",1972,45.083,14597019
"Sudan","Africa",1977,47.8,17104986
"Sudan","Africa",1982,50.338,20367053
"Sudan","Africa",1987,51.744,24725960
"Sudan","Africa",1992,53.556,28227588
"Sudan","Africa",1997,55.373,32160729
"Sudan","Africa",2002,56.369,37090298
"Sudan","Africa",2007,58.556,42292929
"Swaziland","Africa",1952,41.407,290243
"Swaziland","Africa",1957,43.424,326741
"Swaziland","Africa",1962,44.992,370006
"Swaziland","Africa",1967,46.633,420690
"Swaziland","Africa",1972,49.552,480105
"Swaziland","Africa",1977,52.537,551425
"Swaziland","Africa",1982,55.561,649901
"Swaziland","Africa",1987,57.678,779348
"Swaziland","Africa",1992,58.474,962344
"Swaziland","Africa",1997,54.289,1054486
"Swaziland","Africa",2002,43.869,1130269
"Swaziland","Africa",2007,39.613,1133066
"Tanzania","Africa",1952,41.215,8322925
"Tanzania","Africa",1957,42.974,9452826
"Tanzania","Africa",1962,44.246,10863958
"Tanzania","Africa",1967,45.757,12607312
"Tanzania","Africa",1972,47.62,14706593
"Tanzania","Africa",1977,49.919,17129565
"Tanzania","Africa",1982,50.608,19844382
"Tanzania","Africa",1987,51.535,23040630
"Tanzania","Africa",1992,50.44,26605473
"Tanzania","Africa",1997,48.466,30686889
"Tanzania","Africa",2002,49.651,34593779
"Tanzania","Africa",2007,52.517,38139640
"Togo","Africa",1952,38.596,1219113
"Togo","Africa",1957,41.208,1357445
"Togo","Africa",1962,43.922,1528098
"Togo","Africa",1967,46.769,1735550
"Togo","Africa",1972,49.759,2056351
"Togo","Africa",1977,52.887,2308582
"Togo","Africa",1982,55.471,2644765
"Togo","Africa",1987,56.941,3154264
"Togo","Africa",1992,58.061,3747553
"Togo","Africa",1997,58.39,4320890
"Togo","Africa",2002,57.561,4977378
"Togo","Africa",2007,58.42,5701579
"Trinidad and Tobago","Americas",1952,59.1,662850
"Trinidad and Tobago","Americas",1957,61.8,764900
"Trinidad and Tobago","Americas",1962,64.9,887498
"Trinidad and Tobago","Americas",1967,65.4,960155
"Trinidad and Tobago","Americas",1972,65.9,975199
"Trinidad and Tobago","Americas",1977,68.3,1039009
"Trinidad and Tobago","Americas",1987,69.582,1191336
"Trinidad and Tobago","Americas",1992,69.862,1183669
"Trinidad and Tobago","Americas",1997,69.465,1138101
"Trinidad and Tobago","Americas",2002,68.976,1101832
"Trinidad and Tobago","Americas",2007,69.819,1056608
"Tunisia","Africa",1952,44.6,3647735
"Tunisia","Africa",1957,47.1,3950849
"Tunisia","Africa",1962,49.579,4286552
"Tunisia","Africa",1967,52.053,4786986
"Tunisia","Africa",1972,55.602,5303507
"Tunisia","Africa",1977,59.837,6005061
"Tunisia","Africa",1982,64.048,6734098
"Tunisia","Africa",1987,66.894,7724976
"Tunisia","Africa",1992,70.001,8523077
"Tunisia","Africa",1997,71.973,9231669
"Tunisia","Africa",2002,73.042,9770575
"Tunisia","Africa",2007,73.923,10276158
"Uganda","Africa",1952,39.978,5824797
"Uganda","Africa",1957,42.571,6675501
"Uganda","Africa",1962,45.344,7688797
"Uganda","Africa",1967,48.051,8900294
"Uganda","Africa",1972,51.016,10190285
"Uganda","Africa",1977,50.35,11457758
"Uganda","Africa",1982,49.849,12939400
"Uganda","Africa",1987,51.509,15283050
"Uganda","Africa",1992,48.825,18252190
"Uganda","Africa",1997,44.578,21210254
"Uganda","Africa",2002,47.813,24739869
"Uganda","Africa",2007,51.542,29170398
"United States","Americas",1952,68.44,157553000
"United States","Americas",1957,69.49,171984000
"United States","Americas",1962,70.21,186538000
"United States","Americas",1967,70.76,198712000
"United States","Americas",1972,71.34,209896000
"United States","Americas",1977,73.38,220239000
"United States","Americas",1987,75.02,242803533
"United States","Americas",1992,76.09,256894189
"United States","Americas",1997,76.81,272911760
"United States","Americas",2002,77.31,287675526
"United States","Americas",2007,78.242,301139947
"Uruguay","Americas",1952,66.071,2252965
"Uruguay","Americas",1957,67.044,2424959
"Uruguay","Americas",1962,68.253,2598466
"Uruguay","Americas",1967,68.468,2748579
"Uruguay","Americas",1972,68.673,2829526
"Uruguay","Americas",1977,69.481,2873520
"Uruguay","Americas",1987,71.918,3045153
"Uruguay","Americas",1992,72.752,3149262
"Uruguay","Americas",1997,74.223,3262838
"Uruguay","Americas",2002,75.307,3363085
"Uruguay","Americas",2007,76.384,3447496
"Venezuela","Americas",1952,55.088,5439568
"Venezuela","Americas",1957,57.907,6702668
"Venezuela","Americas",1962,60.77,8143375
"Venezuela","Americas",1967,63.479,9709552
"Venezuela","Americas",1972,65.712,11515649
"Venezuela","Americas",1977,67.456,13503563
"Venezuela","Americas",1987,70.19,17910182
"Venezuela","Americas",1992,71.15,20265563
"Venezuela","Americas",1997,72.146,22374398
"Venezuela","Americas",2002,72.766,24287670
"Venezuela","Americas",2007,73.747,26084662
"Zambia","Africa",1952,42.038,2672000
"Zambia","Africa",1957,44.077,3016000
"Zambia","Africa",1962,46.023,3421000
"Zambia","Africa",1967,47.768,3900000
"Zambia","Africa",1972,50.107,4506497
"Zambia","Africa",1977,51.386,5216550
"Zambia","Africa",1982,51.821,6100407
"Zambia","Africa",1987,50.821,7272406
"Zambia","Africa",1992,46.1,8381163
"Zambia","Africa",1997,40.238,9417789
"Zambia","Africa",2002,39.193,10595811
"Zambia","Africa",2007,42.384,11746035
"Zimbabwe","Africa",1952,48.451,3080907
"Zimbabwe","Africa",1957,50.469,3646340
"Zimbabwe","Africa",1962,52.358,4277736
"Zimbabwe","Africa",1967,53.995,4995432
"Zimbabwe","Africa",1972,55.635,5861135
"Zimbabwe","Africa",1977,57.674,6642107
"Zimbabwe","Africa",1982,60.363,7636524
"Zimbabwe","Africa",1987,62.351,9216418
"Zimbabwe","Africa",1992,60.377,10704340
"Zimbabwe","Africa",1997,46.809,11404948
"Zimbabwe","Africa",2002,39.989,11926563
"Zimbabwe","Africa",2007,43.487,12311143
