"date_time" "user_location_region" "user_location_city" "user_location_latitude" "user_location_longitude" "orig_destination_distance" "user_id" "is_mobile" "is_package" "channel" "srch_ci" "srch_co" "srch_adults_cnt" "srch_children_cnt" "srch_rm_cnt" "srch_destination_id" "hotel_country" "is_booking" "hotel_id" "prop_is_branded" "prop_starrating" "distance_band" "hist_price_band" "popularity_band" "cnt"
"2015-07-29 13:39:00" "MN" "AVON" "45.60666" "-94.45224" "76.7774" -2111328298 1 0 293 "2015-08-07" "2015-08-09" 2 3 1 187860278 "UNITED STATES OF AMERICA" 0 212504 1 3 "M" "H" "VH" 1
"2015-05-28 21:53:00" "NV" "LAS VEGAS" "36.121975" "-115.16696" "0.6328" -1467783732 0 0 231 "2015-05-29" "2015-05-30" 1 0 1 5526679 "UNITED STATES OF AMERICA" 1 1273634 0 4 "M" "L" "VH" 1
"2015-11-23 08:31:00" "ON" "WOODBRIDGE" "NULL" "NULL" "NULL" 1782183914 0 0 231 "2016-01-30" "2016-01-31" 2 0 1 187940103 "UNITED STATES OF AMERICA" 1 13111821 1 3 "M" "VL" "M" 1
"2015-04-28 19:03:00" "MI" "TAYLOR" "42.198798999999994" "-83.2559835" "445.5322" 654210151 1 0 231 "2015-05-02" "2015-05-03" 2 0 1 5527702 "UNITED STATES OF AMERICA" 0 14438342 1 5 "VC" "VH" "VH" 1
"2015-07-29 13:48:00" "ON" "TORONTO" "43.667179" "-79.390203" "2222.0616" 295223350 0 1 541 "2015-07-30" "2015-08-03" 2 0 1 18653226 "ARUBA" 0 880492 1 4 "F" "M" "VH" 1
"2015-07-02 15:19:00" "TX" "IRVING" "32.88078" "-96.989874" "4186.3565" -303767466 1 0 541 "2015-12-22" "2015-12-23" 1 0 1 190319818 "BOLIVIA" 0 175677774 0 4 "VF" "M" "VH" 2
"2015-08-04 10:03:00" "NL" "CORNER BROOK" "48.944231" "-57.93738" "375.1769" 1673499569 0 0 324 "2015-08-15" "2015-08-17" 2 2 1 125704 "CANADA" 0 13286723 1 3 "M" "H" "VH" 1
"2015-01-08 21:14:00" "AK" "EAGLE RIVER" "61.338712" "-149.562229" "1412.1017" -573365893 0 0 293 "2015-03-10" "2015-03-15" 2 0 1 187813623 "CANADA" 0 777479 1 3 "VC" "M" "VH" 1
"2015-07-01 13:00:00" "KS" "LAWRENCE" "38.97143" "-95.26036" "162.3632" -1929622403 0 0 231 "2015-07-03" "2015-07-05" 2 0 1 187807392 "UNITED STATES OF AMERICA" 1 784082 1 4 "C" "VH" "VH" 1
"2015-05-22 10:51:00" "CA" "CONCORD" "37.96972" "-122.04654" "7879.0738" -466298380 0 0 541 "2015-09-26" "2015-09-28" 2 0 1 186877857 "INDIA" 0 16316477 1 4 "M" "H" "VH" 2
"2015-01-06 19:38:00" "MI" "NORTHVILLE" "42.4362" "-83.46983" "445.1678" 825035092 1 0 510 "2015-04-04" "2015-04-05" 2 1 1 5527702 "UNITED STATES OF AMERICA" 0 28046195 1 4 "C" "H" "VH" 1
"2015-07-22 07:51:00" "NY" "MOUNT VERNON" "NULL" "NULL" "NULL" 1035263642 1 0 541 "2015-07-30" "2015-08-01" 2 1 1 191008700 "UNITED STATES OF AMERICA" 1 638258 1 2 "F" "L" "VH" 1
"2015-08-31 18:01:00" "NY" "RYE" "40.98925" "-73.67127" "1574.6502" 1392385141 0 0 541 "2016-01-02" "2016-01-09" 4 1 1 5579968 "MEXICO" 0 268868331 1 5 "F" "H" "VH" 2
"2015-01-04 18:52:00" "IL" "ARLINGTON HEIGHTS" "42.046658" "-87.986066" "1012.5984" 396342436 0 0 262 "2015-04-04" "2015-04-07" 2 1 1 187057843 "UNITED STATES OF AMERICA" 0 273078 1 4 "C" "M" "L" 1
"2015-08-18 14:14:00" "NULL" "HAMILTON" "NULL" "NULL" "NULL" 322338650 0 0 324 "2015-08-29" "2015-08-30" 2 0 1 18692379 "UNITED STATES OF AMERICA" 0 48091508 1 3 "M" "H" "M" 1
"2015-02-07 09:04:00" "HE" "LAHNTAL" "NULL" "NULL" "NULL" 1684236550 0 0 231 "2015-07-18" "2015-07-22" 3 0 1 5526772 "UNITED KINGDOM" 0 672451 1 4 "M" "H" "VH" 1
"2015-01-20 05:10:00" "ON" "TORONTO" "43.667179" "-79.390203" "5943.6692" 990588452 1 0 293 "2015-02-27" "2015-02-28" 2 0 1 187678618 "JAPAN" 0 162412068 1 3 "C" "VH" "M" 1
"2015-11-16 06:43:00" "MA" "NEEDHAM" "42.298072" "-71.219199" "1221.3534" 639829211 0 0 541 "2015-11-18" "2015-11-22" 2 0 1 206521 "UNITED STATES OF AMERICA" 0 811455 1 3 "M" "M" "H" 1
"2015-04-22 20:53:00" "MA" "SOMERVILLE" "42.381509" "-71.084231" "2598.9837" 1156697640 0 1 262 "2015-07-08" "2015-07-11" 2 0 1 5581115 "MEXICO" 0 93179799 0 4 "C" "M" "H" 2
"2015-09-16 00:56:00" "DU" "DUBAI" "NULL" "NULL" "NULL" 799078350 0 0 541 "2015-09-17" "2015-09-23" 1 0 1 5526400 "TURKEY" 0 260658973 1 0 "F" "M" "L" 1
"2015-07-06 09:00:00" "FL" "HIALEAH" "25.866737" "-80.324135" "1046.7697" 1102096450 0 1 324 "2015-07-07" "2015-07-11" 2 0 1 24803657 "PUERTO RICO" 0 150239205 0 4 "M" "L" "H" 3
"2015-08-11 19:41:00" "DC" "WASHINGTON" "38.90522" "-77.03654900000001" "2306.2526" 1022592074 0 0 293 "2016-01-29" "2016-01-30" 2 0 1 24801983 "UNITED STATES OF AMERICA" 1 165661953 1 3 "VF" "H" "VH" 1
"2015-09-02 19:26:00" "MN" "MONZAMBANO" "45.3681265" "10.653247499999999" "7.6132" 70377950 1 0 541 "2015-09-03" "2015-09-06" 2 1 1 187534313 "ITALY" 0 258281583 0 0 "C" "L" "L" 3
"2015-02-14 23:51:00" "35" "ONODA" "NULL" "NULL" "NULL" 58156665 0 0 293 "2015-07-14" "2015-07-15" 2 0 1 190837766 "CANADA" 0 732467 1 5 "C" "M" "VH" 1
"2015-04-30 12:42:00" "CO" "WHEAT RIDGE" "39.782676499999994" "-105.11156" "1200.8239" -25595082 0 1 231 "2016-03-05" "2016-03-09" 2 1 1 5581115 "MEXICO" 0 654905 1 4 "VF" "L" "VH" 1
"2015-07-26 10:42:00" "FL" "ORLANDO" "28.453002" "-81.456739" "69.6726" 915712119 1 0 541 "2015-07-28" "2015-07-29" 2 0 1 18692999 "UNITED STATES OF AMERICA" 0 80273476 1 3 "M" "L" "M" 1
"2015-05-26 10:03:00" "J" "PARIS" "NULL" "NULL" "NULL" -859423826 0 0 262 "2015-07-26" "2015-07-27" 2 1 1 187434059 "ITALY" 0 150912184 0 3 "M" "H" "M" 1
"2015-04-02 02:14:00" "M" "KEFAR SAVA" "NULL" "NULL" "NULL" -581401 0 0 293 "2015-04-26" "2015-05-01" 4 0 2 5576775 "GERMANY" 0 290660401 0 4 "M" "L" "H" 1
"2015-04-26 21:37:00" "WA" "SEATTLE" "47.614658" "-122.33536" "1734.6573" -1243600934 0 1 510 "2015-05-07" "2015-05-09" 1 0 1 5525811 "UNITED STATES OF AMERICA" 0 389793 1 4 "C" "H" "VH" 1
"2015-03-13 11:19:00" "CT" "STAMFORD" "41.054481" "-73.545204" "2586.6447" 2098337381 0 0 293 "2015-03-22" "2015-03-24" 1 0 1 190709085 "UNITED STATES OF AMERICA" 0 28495261 0 3 "VF" "M" "VH" 1
"2015-08-11 18:34:00" "CA" "SANTA CRUZ" "36.968835" "-122.02083999999999" "214.0893" -1194084248 1 0 541 "2015-08-23" "2015-08-26" 2 0 1 18683451 "UNITED STATES OF AMERICA" 0 511220 0 4 "M" "H" "VH" 1
"2015-12-10 14:47:00" "WA" "ARLINGTON" "48.14803" "-122.18297" "186.9338" 770564914 0 0 541 "2015-12-11" "2015-12-13" 2 0 1 187689995 "UNITED STATES OF AMERICA" 0 52544 1 3 "M" "M" "H" 1
"2015-03-16 12:29:00" "MD" "BETHESDA" "38.99698" "-77.109966" "1032.1637" 1719018490 0 0 510 "2015-04-22" "2015-04-23" 2 0 1 187952038 "UNITED STATES OF AMERICA" 0 130783202 0 3 "C" "M" "M" 1
"2015-03-21 00:46:00" "13" "TOKYO" "NULL" "NULL" "NULL" -72639485 0 0 510 "2015-04-07" "2015-04-09" 2 1 1 186008927 "THAILAND" 0 75015287 1 4 "VC" "M" "H" 1
"2015-06-20 17:49:00" "AZ" "SEDONA" "34.86079" "-111.76423" "1850.1528" 275090350 0 0 541 "2015-09-21" "2015-09-23" 2 2 1 194304000 "UNITED STATES OF AMERICA" 0 32882474 1 3 "M" "H" "VH" 2
"2015-03-12 14:05:00" "CA" "SANTA CRUZ" "36.968835" "-122.02083999999999" "592.5069" -833237862 0 0 262 "2015-05-08" "2015-05-11" 2 0 1 187691824 "UNITED STATES OF AMERICA" 0 792204 1 4 "M" "L" "VH" 1
"2015-12-14 18:56:00" "NY" "PATTERSON" "NULL" "NULL" "NULL" -636915798 1 0 541 "2016-01-18" "2016-01-24" 2 0 1 187548945 "PANAMA" 0 218565995 1 4 "C" "L" "VH" 1
"2015-11-30 17:33:00" "PA" "PORT MATILDA" "NULL" "NULL" "NULL" 77638918 0 0 541 "2016-03-06" "2016-03-12" 2 2 1 18690054 "MEXICO" 0 317907727 0 4 "M" "L" "H" 1
"2015-04-22 10:56:00" "SN" "LEIPZIG" "51.3432575" "12.378379" "406.1551" -1214807498 1 0 510 "2015-07-27" "2015-08-02" 2 2 1 187461680 "ITALY" 0 129166800 0 0 "F" "L" "M" 1
"2015-08-12 23:34:00" "CA" "TORRANCE" "33.8365025" "-118.34669600000001" "2553.7917" 236419001 1 0 293 "2015-08-13" "2015-08-15" 2 0 1 186038346 "UNITED STATES OF AMERICA" 0 773728 1 4 "M" "VH" "M" 1
"2015-09-14 21:52:00" "AB" "CALGARY" "51.066751" "-114.06873" "4585.5613" -513701533 1 0 541 "2015-11-06" "2015-11-16" 2 0 1 24802913 "FRANCE" 0 16029107 0 3 "M" "M" "H" 1
"2015-01-24 16:49:00" "IL" "CHICAGO" "41.89042" "-87.62904" "1003.8871" 413481500 0 0 262 "2015-12-29" "2016-01-02" 6 0 1 245860 "UNITED STATES OF AMERICA" 0 3066643 1 4 "F" "H" "H" 1
"2015-06-27 08:01:00" "FL" "WINDERMERE" "28.47824" "-81.58471" "1246.8969" -1535711963 1 1 231 "2016-01-16" "2016-01-17" 2 0 1 115877 "PUERTO RICO" 0 12577567 1 5 "C" "M" "H" 2
"2015-07-26 06:55:00" "AB" "COLD LAKE" "54.4121" "-110.20953" "8012.6228" 328337289 1 0 541 "2015-12-14" "2015-12-19" 2 0 1 5579906 "AUSTRALIA" 0 13222367 1 5 "C" "M" "H" 1
"2015-05-27 12:56:00" "NV" "LAS VEGAS" "36.121975" "-115.16696" "247.2375" -338665504 1 0 541 "2015-05-27" "2015-05-28" 2 0 1 187964965 "UNITED STATES OF AMERICA" 0 247814619 0 3 "M" "L" "M" 1
"2015-12-26 15:06:00" "CA" "MILPITAS" "37.424901500000004" "-121.9126735" "4.3531" 978824385 1 0 541 "2015-12-26" "2015-12-27" 2 0 1 186736962 "UNITED STATES OF AMERICA" 0 12832356 0 3 "M" "L" "VH" 1
"2015-06-23 18:22:00" "IA" "DES MOINES" "41.590621" "-93.64367" "397.1903" -1160687803 1 0 541 "2015-07-19" "2015-07-25" 2 0 1 187840779 "UNITED STATES OF AMERICA" 0 56515324 0 3 "VC" "M" "H" 1
"2015-05-01 20:37:00" "VA" "GAINESVILLE" "38.79611" "-77.61397" "27.9266" -335864188 1 0 293 "2015-05-14" "2015-05-15" 2 0 1 187768301 "UNITED STATES OF AMERICA" 1 752524 1 3 "M" "L" "M" 1
"2015-05-20 06:25:00" "PA" "ALLENTOWN" "40.59016" "-75.52258" "2009.5537" 712539093 0 0 541 "2015-05-31" "2015-06-01" 4 0 1 187747345 "UNITED STATES OF AMERICA" 1 557286 1 3 "M" "H" "H" 1
"2015-05-21 11:51:00" "NC" "SHELBY" "35.27355" "-81.532045" "3737.9575" 1943549950 0 1 262 "2015-09-21" "2015-09-27" 2 0 1 5526059 "IRELAND" 0 3354757 1 4 "M" "H" "VH" 1
"2015-08-05 13:42:00" "AZ" "SCOTTSDALE" "33.58452" "-111.92078" "770.0795" 390713211 1 0 293 "2015-08-21" "2015-08-23" 2 2 1 100997 "UNITED STATES OF AMERICA" 0 5882435 1 2 "F" "L" "VH" 1
"2015-11-22 05:20:00" "RJ" "NITEROI" "-22.9309155" "-43.122215499999996" "4831.311" -207146417 1 1 541 "2015-12-20" "2015-12-26" 2 2 1 5527206 "UNITED STATES OF AMERICA" 0 500308 1 4 "C" "H" "VH" 1
"2015-05-09 07:15:00" "MN" "ST PAUL" "NULL" "NULL" "NULL" 814250647 0 0 541 "2015-08-15" "2015-08-17" 2 2 1 24803037 "FRANCE" 0 138142199 0 0 "M" "VH" "L" 3
"2015-11-06 02:37:00" "NJ" "FLEMINGTON" "40.50368" "-74.85807" "234.332" -1144079820 1 0 541 "2015-11-06" "2015-11-07" 1 0 1 5525532 "UNITED STATES OF AMERICA" 0 249544977 0 2 "M" "L" "M" 1
"2015-10-16 05:27:00" "MA" "DEDHAM" "42.227347" "-71.177306" "10.2428" 2033684163 0 0 541 "2015-11-14" "2015-11-15" 2 0 1 5525532 "UNITED STATES OF AMERICA" 0 498572 1 4 "M" "M" "VH" 1
"2015-02-15 16:14:00" "CA" "VISALIA" "36.32701" "-119.3437005" "170.3947" -428764765 0 0 510 "2015-02-28" "2015-03-02" 2 0 1 186010849 "UNITED STATES OF AMERICA" 0 13149300 1 3 "M" "M" "M" 3
"2015-08-07 17:59:00" "QC" "MONTREAL" "45.506877" "-73.56941" "291.9765" 694409744 0 0 231 "2015-08-10" "2015-08-12" 2 0 1 187958114 "UNITED STATES OF AMERICA" 0 13069413 0 3 "VF" "H" "M" 1
"2015-07-10 07:19:00" "A" "CUENCA" "NULL" "NULL" "NULL" 556119578 0 0 541 "2015-08-21" "2015-08-22" 2 0 1 187593864 "MEXICO" 1 26687434 1 4 "C" "VH" "VH" 1
"2015-07-06 19:27:00" "OR" "MEDFORD" "42.326499999999996" "-122.8722965" "314.9944" 371275933 0 0 541 "2015-08-06" "2015-08-09" 1 0 1 5527578 "UNITED STATES OF AMERICA" 0 32580 1 4 "M" "H" "VH" 2
"2015-05-18 04:23:00" "11" "SEOUL" "NULL" "NULL" "NULL" -1010326865 0 0 541 "2015-08-25" "2015-08-27" 2 0 1 5582510 "UNITED STATES OF AMERICA" 0 136736597 0 4 "VF" "M" "M" 2
"2015-10-29 21:30:00" "CA" "SAN JOSE" "37.334754000000004" "-121.905447" "307.1142" -1142994001 0 0 262 "2015-12-12" "2015-12-13" 2 0 1 187773447 "UNITED STATES OF AMERICA" 0 81653 1 3 "F" "M" "H" 1
"2015-04-16 04:41:00" "04" "SAFWA" "NULL" "NULL" "NULL" 1566621112 0 0 231 "2015-04-23" "2015-04-25" 2 0 1 33572 "UNITED ARAB EMIRATES" 0 122677012 1 5 "VF" "H" "H" 1
"2015-09-22 10:15:00" "FL" "BOCA RATON" "26.368648" "-80.093476" "2167.4548" 858386900 1 0 293 "2015-12-04" "2015-12-06" 2 0 1 24801518 "UNITED STATES OF AMERICA" 0 118385403 0 5 "C" "H" "VH" 2
"2015-10-18 16:03:00" "IL" "ARLINGTON HEIGHTS" "42.046658" "-87.986066" "4234.1157" 1086736574 1 1 541 "2015-11-27" "2015-12-03" 2 0 1 5582510 "UNITED STATES OF AMERICA" 0 720842 1 4 "M" "M" "VH" 1
"2015-04-14 19:19:00" "LA" "SLIDELL" "30.283655" "-89.772705" "703.2015" 347182100 0 1 262 "2015-07-10" "2015-07-20" 2 2 1 5581146 "MEXICO" 0 21537621 1 4 "VF" "M" "H" 1
"2015-06-13 14:07:00" "PA" "BEAVER" "NULL" "NULL" "NULL" -1775310791 0 0 541 "2015-06-26" "2015-06-29" 2 1 1 186926217 "UNITED STATES OF AMERICA" 0 62788825 1 3 "C" "H" "H" 2
"2015-04-08 08:46:00" "ON" "OTTAWA" "45.41736" "-75.691172" "3512.563" -29335084 0 0 510 "2015-05-18" "2015-05-20" 2 0 1 5576961 "FRANCE" 0 247947237 1 4 "F" "L" "H" 1
"2015-06-30 13:54:00" "CT" "MILFORD" "41.23086" "-73.04633" "148.4246" -175983404 0 0 355 "2015-07-13" "2015-07-16" 2 0 1 5582014 "UNITED STATES OF AMERICA" 0 873796 1 3 "C" "M" "H" 1
"2015-05-23 09:09:00" "IL" "ELMHURST" "41.912746999999996" "-87.9588085" "3674.6733" -1581525955 1 0 324 "2015-06-30" "2015-07-01" 2 0 1 5526059 "IRELAND" 1 255966 0 3 "VC" "M" "VH" 1
"2015-02-18 23:33:00" "CA" "ORANGE" "33.788969" "-117.88199" "112.7731" -233134120 0 0 510 "2015-02-21" "2015-02-22" 4 0 1 18670710 "UNITED STATES OF AMERICA" 0 3728059 1 3 "VF" "VL" "H" 1
"2015-08-19 20:32:00" "MO" "LIBERTY" "39.24644" "-94.44852499999999" "1505.1391" 597806496 0 0 541 "2015-09-28" "2015-10-01" 2 0 1 5527640 "UNITED STATES OF AMERICA" 0 627253 1 5 "VC" "VH" "H" 1
"2015-08-26 08:32:00" "NY" "BETHPAGE" "40.725478" "-73.499874" "6882.049" -1095244341 0 1 541 "2016-05-15" "2016-05-18" 1 0 1 5527671 "SOUTH KOREA" 0 16258879 1 5 "C" "H" "VH" 1
"2015-02-26 03:20:00" "DU" "DUBAI" "NULL" "NULL" "NULL" -1452245348 0 0 510 "2015-08-02" "2015-08-12" 2 0 1 18688814 "FRENCH POLYNESIA" 0 13971761 1 5 "VC" "M" "H" 1
"2015-04-15 12:53:00" "BC" "BURNABY" "49.25591" "-123.00548" "5.4859" 1238415450 0 0 510 "2015-04-15" "2015-04-21" 2 0 1 5527888 "CANADA" 0 888087 1 3 "C" "H" "H" 1
"2015-07-09 14:10:00" "NY" "NEW YORK" "40.75512" "-73.98300900000001" "2233.9403" -1275669117 0 0 541 "2015-07-18" "2015-07-19" 1 0 1 5526679 "UNITED STATES OF AMERICA" 0 472470 1 4 "M" "L" "VH" 1
"2015-08-10 22:00:00" "FL" "MELBOURNE" "28.0856605" "-80.6621365" "6564.5887" 1001718256 0 0 541 "2015-08-17" "2015-08-18" 1 0 1 11748 "JORDAN" 1 71471150 0 4 "VF" "M" "VH" 1
"2015-05-31 12:46:00" "ON" "TORONTO" "43.667179" "-79.390203" "3982.5434" 17279101 0 0 355 "2015-07-07" "2015-07-09" 2 2 1 5579875 "SPAIN & CANARY ISLANDS" 0 105151 0 4 "C" "H" "VH" 2
"2015-07-13 16:37:00" "TX" "FT WORTH" "NULL" "NULL" "NULL" -1566843364 1 0 541 "2015-07-15" "2015-07-17" 2 2 1 5527516 "UNITED STATES OF AMERICA" 0 1990230 1 3 "C" "L" "VH" 2
"2015-08-27 07:51:00" "WA" "SEATTLE" "47.614658" "-122.33536" "4788.5001" -1468774694 0 0 541 "2015-12-22" "2015-12-23" 1 0 1 187689716 "UNITED KINGDOM" 0 17799021 0 5 "C" "M" "VH" 1
"2015-12-31 00:48:00" NA "NAPLES" "40.8444565" "14.250219999999999" "0.4012" 439531323 1 0 541 "2015-12-31" "2016-01-01" 2 0 1 187078117 "ITALY" 0 166670228 0 4 "F" "L" "H" 1
"2015-01-18 11:10:00" "FL" "JACKSONVILLE" "30.268643" "-81.601406" "3.019" -168254767 0 0 510 "2015-01-18" "2015-01-19" 2 0 1 18693030 "UNITED STATES OF AMERICA" 0 17458300 1 4 "VC" "H" "VH" 1
"2015-01-30 12:42:00" "OK" "OWASSO" "36.27431" "-95.843755" "1220.7234" -947265006 0 1 510 "2015-07-30" "2015-08-06" 4 2 2 5581146 "MEXICO" 0 1433904 0 4 "C" "M" "VH" 1
"2015-07-19 19:54:00" "CA" "LOMITA" "33.789575" "-118.315655" "1211.3499" -569164486 1 1 293 "2015-08-08" "2015-08-14" 3 1 1 5580619 "MEXICO" 0 162260354 1 4 "VC" "M" "H" 1
"2015-04-02 06:45:00" "CA" "ORANGE" "33.788969" "-117.88199" "203.8781" 1281348656 0 0 231 "2015-04-06" "2015-04-10" 2 0 1 190064006 "UNITED STATES OF AMERICA" 0 54027667 1 3 "M" "VH" "M" 1
"2015-02-24 20:43:00" "TN" "NASHVILLE" "36.15244" "-86.73224450000001" "148.7942" -2044623598 1 0 510 "2015-02-24" "2015-02-25" 2 0 1 187855535 "UNITED STATES OF AMERICA" 0 190878593 1 3 "F" "M" "M" 1
"2015-07-16 15:55:00" "NS" "LOWER SACKVILLE" "NULL" "NULL" "NULL" 1051858934 1 0 231 "2015-07-17" "2015-07-19" 2 0 1 187806028 "CANADA" 0 28584820 0 3 "F" "M" "VH" 2
"2015-06-03 20:45:00" "NC" "DURHAM" "35.9510765" "-78.903125" "2211.0757" -1543016302 0 0 541 "2015-07-02" "2015-07-04" 2 2 1 24800216 "UNITED STATES OF AMERICA" 0 593494 0 3 "VF" "M" "M" 1
"2015-01-23 07:26:00" "ON" "OTTAWA" "45.41736" "-75.691172" "6673.9577" -265129552 0 1 510 "2015-02-28" "2015-03-06" 1 0 1 33572 "UNITED ARAB EMIRATES" 1 236033 1 5 "VC" "M" "VH" 1
"2015-02-25 15:18:00" "FL" "MIAMI" "25.77746" "-80.21789" "12.118" -1286959536 0 0 293 "2015-02-28" "2015-03-01" 2 0 1 187491285 "UNITED STATES OF AMERICA" 0 258983237 0 3 "F" "VL" "L" 1
"2015-09-11 11:30:00" "TN" "MEMPHIS" "35.1054025" "-89.92212" "1617.9937" -906635165 0 0 541 "2015-10-01" "2015-10-02" 2 0 1 24801983 "UNITED STATES OF AMERICA" 0 165661953 1 3 "VF" "M" "VH" 2
"2015-08-14 16:14:00" "TX" "SAN ANTONIO" "29.466619" "-98.490578" "1.8668" 2059733683 0 0 541 "2015-08-17" "2015-08-18" 2 1 1 5527516 "UNITED STATES OF AMERICA" 0 57294695 1 4 "C" "M" "VH" 3
"2015-04-23 11:51:00" "OR" "PORTLAND" "45.53246" "-122.6637" "5500.5834" -2027641268 0 0 293 "2015-08-19" "2015-08-22" 2 0 1 5525470 "CHINA" 0 5841391 0 5 "VC" "M" "VH" 1
"2015-06-01 10:09:00" "NC" "GREENSBORO" "36.05445" "-79.88502" "1747.1277" 1224484317 0 0 541 "2015-07-17" "2015-07-19" 2 0 1 23590 "UNITED STATES OF AMERICA" 1 341371 1 3 "C" "M" "M" 1
"2015-08-13 01:59:00" "TX" "LONGVIEW" "32.49961" "-94.72299" "124.769" 2118435750 0 0 541 "2015-08-22" "2015-08-23" 2 2 1 5525966 "UNITED STATES OF AMERICA" 0 183953 1 4 "VC" "M" "VH" 1
"2015-07-15 07:42:00" "AB" "CALGARY" "51.066751" "-114.06873" "453.3123" 1804932724 0 0 541 "2015-07-31" "2015-08-04" 3 0 2 192689334 "CANADA" 0 32686709 1 4 "M" "VH" "VH" 1
"2015-05-06 02:30:00" "J" "PARIS" "NULL" "NULL" "NULL" 1625948562 0 0 541 "2015-05-19" "2015-05-20" 1 0 1 186019188 "GERMANY" 0 755407 1 4 "M" "L" "M" 1
"2015-11-21 10:56:00" "GR" "GRANADA" "37.16909" "-3.58895" "424.3387" -1458347326 0 0 262 "2015-11-25" "2015-11-28" 2 0 1 187632459 "SPAIN & CANARY ISLANDS" 0 617581 0 3 "M" "L" "VH" 2
"2015-07-26 16:50:00" "NW" "MULHEIM AN DER RUHR" "NULL" "NULL" "NULL" 1707442709 0 0 541 "2015-09-11" "2015-09-17" 2 0 1 5527206 "UNITED STATES OF AMERICA" 0 261094368 0 2 "F" "VL" "M" 1
"2015-04-09 23:49:00" "CO" "STEAMBOAT SPRINGS" "40.45863" "-106.808321" "721.2681" -1660549865 0 0 510 "2015-05-01" "2015-05-02" 4 0 2 5600955 "UNITED STATES OF AMERICA" 0 41325634 1 3 "M" "VL" "M" 1
"2015-12-17 20:34:00" "WA" "RENTON" "47.466120000000004" "-122.21846" "1657.4948" -1604282395 1 0 541 "2016-01-15" "2016-01-18" 2 0 1 24800960 "UNITED STATES OF AMERICA" 0 410563 1 3 "M" "H" "H" 2
"2015-01-08 05:31:00" "TX" "BURLESON" "32.562989" "-97.31676" "4781.5243" 1474660432 0 0 510 "2015-01-09" "2015-01-11" 1 0 1 186011314 "UNITED KINGDOM" 0 5672 0 4 "M" "M" "VH" 1
"2015-11-20 20:09:00" "AB" "CALGARY" "51.066751" "-114.06873" "6828.8801" -1500674401 0 0 541 "2016-01-03" "2016-01-08" 2 0 1 191241014 "PHILIPPINES" 0 17378785 0 4 "C" "M" "VH" 2
"2015-03-23 20:54:00" "TX" "FT WORTH" "NULL" "NULL" "NULL" 1320818499 0 1 293 "2015-05-11" "2015-05-15" 2 0 1 33572 "UNITED ARAB EMIRATES" 0 37522678 0 4 "M" "L" "M" 1
"2015-03-08 18:41:00" "VA" "RESTON" "38.9555" "-77.35613" "4573.3509" 631623951 0 0 510 "2015-03-10" "2015-03-11" 1 0 1 5579937 "HUNGARY" 0 92275808 1 4 "M" "L" "H" 1
"2015-03-13 11:13:00" "NY" "BROOKLYN" "40.678072" "-73.962318" "1169.8828" -1534832014 0 1 510 "2015-04-05" "2015-04-08" 2 0 1 5527175 "UNITED STATES OF AMERICA" 0 214457 1 4 "VC" "VH" "VH" 3
"2015-06-17 21:01:00" "CO" "MONUMENT" "39.0755355" "-104.85372100000001" "953.9015" -1470543300 0 0 231 "2015-06-24" "2015-06-25" 2 0 1 5527578 "UNITED STATES OF AMERICA" 0 179861 1 3 "F" "M" "H" 5
"2015-08-25 15:33:00" "ON" "TORONTO" "43.667179" "-79.390203" "4256.1296" 1682557457 0 0 541 "2015-09-12" "2015-09-13" 2 0 1 186164888 "ITALY" 0 634631 0 3 "M" "L" "M" 1
"2015-12-27 19:08:00" "OH" "ENGLEWOOD" "39.85919" "-84.28260499999999" "40.8064" -1596860568 0 0 541 "2015-12-28" "2015-12-29" 2 0 1 211915 "UNITED STATES OF AMERICA" 1 288299 1 3 "M" "M" "H" 1
"2015-07-14 21:56:00" "FL" "MIAMI" "25.77746" "-80.21789" "4578.9465" -1734597699 0 0 541 "2015-07-24" "2015-07-28" 2 0 1 186015127 "FRANCE" 0 83262403 0 3 "C" "M" "H" 14
"2015-02-11 12:34:00" "WI" "RICE LAKE" "45.47329" "-91.73786" "5437.0318" 890203797 0 0 262 "2015-12-12" "2015-12-13" 2 0 1 5526400 "TURKEY" 0 50765599 0 4 "VC" "M" "VH" 1
"2015-04-27 05:36:00" "FL" "ST PETERSBURG" "NULL" "NULL" "NULL" 37243374 0 0 231 "2015-05-24" "2015-05-26" 2 0 1 189973610 "UNITED STATES OF AMERICA" 0 8059 1 4 "M" "M" "VH" 1
"2015-10-21 10:19:00" "ON" "TORONTO" "43.667179" "-79.390203" "1.1585" -1343237611 0 0 262 "2015-11-03" "2015-11-04" 2 0 1 187796077 "CANADA" 0 192757 1 3 "M" "M" "H" 1
"2015-02-05 08:30:00" "ON" "NORTH YORK" "NULL" "NULL" "NULL" -829727523 0 0 510 "2015-02-10" "2015-02-19" 1 0 1 186003099 "COLOMBIA" 0 115688806 0 3 "VC" "L" "M" 1
"2015-12-16 18:38:00" "OH" "NORTH ROYALTON" "NULL" "NULL" "NULL" -2100445671 0 0 541 "2016-05-22" "2016-05-23" 2 0 1 18670710 "UNITED STATES OF AMERICA" 0 33259496 0 3 "C" "M" "M" 4
"2015-03-08 23:48:00" "MI" "DETROIT" "42.33291" "-83.0529" "247.791" -1869022444 0 0 510 "2015-03-12" "2015-03-15" 2 0 1 271435 "UNITED STATES OF AMERICA" 1 24934167 1 3 "M" "H" "M" 1
