"default","utilization","age","debt_ratio","income","open_credit_lines","real_estate_loan","dependents","ever_past_due"
0,0,61,2,6643.166,5,0,0,0
0,0.16805774,43,0.313671582,4000,7,1,0,0
0,0.005971329,54,0.280197575,4453,13,1,2,0
0,0.123206192,44,0.643262895,4400,10,1,2,0
0,0.003499865,48,0.32941435,9100,7,1,1,0
0,0.054783369,63,0.099980004,5000,15,0,1,0
0,0.041735628,46,0.036921329,7041,22,0,0,0
0,0.386691448,41,0.276689324,2500,14,0,0,1
0,0.956397524,35,3268,6643.166,15,1,0,1
0,0.689770077,34,0.308230874,5855,5,1,0,0
0,0.121532709,29,0.155711072,4000,4,0,0,0
0,0.478720045,35,0.353107815,6000,7,1,0,0
0,0.246369867,73,0.289518318,5895,5,1,0,0
0,0.065788608,69,1234,6643.166,13,1,1,0
0,0.351892829,45,0.563852484,3280,18,1,4,0
0,0.430444733,53,0.281642229,8524,12,1,0,0
0,0.033498604,29,0.450358041,5166,7,1,0,0
0,0.072494634,74,0.523546435,3800,9,1,0,0
0,0.072093448,63,0.673983917,4600,17,1,1,1
0,0.418715107,35,0.114119117,2400,2,0,0,0
0,0.457431884,42,0.700270556,8500,17,1,2,1
0,0.9999999,28,0.154551135,4800,4,0,3,0
0,0.83121405,42,0.105620649,17666,12,0,0,0
0,0.019139302,43,8.007968127,250,11,1,2,0
0,0.436410214,27,0.133777672,4200,5,0,0,0
0,0.483301113,40,0.303013393,3583,11,1,2,0
0,0.070741157,65,0.146763902,2193,5,0,0,0
0,0.55986436,63,0.589572193,2243,6,1,0,0
0,0,30,0.149209191,3350,10,0,0,0
0,0.200990429,45,1559,6643.166,5,1,0,0
0,0.093446262,80,0.123590725,4700,14,0,0,0
0,0.098019024,55,0.025917927,4166,7,0,1,0
0,0.135407518,61,0.343653846,5199,12,1,0,0
0,0.9999999,83,0,9704,4,0,0,0
0,0.198673754,44,2.699720112,2500,13,1,0,0
0,0.905468868,31,0.35297212,1900,6,0,0,1
0,0.011986243,77,0.010284245,7000,21,0,0,0
0,0.31309339,57,1.64846981,2417,8,1,0,0
0,0.12724513,46,0.643,14999,11,1,0,0
0,0,42,0.108598726,12559,5,1,3,0
0,0.029725902,67,685,6643.166,8,0,0,0
0,0.312571479,33,0.107851172,6100,5,0,0,0
0,0,34,0.062897655,5500,2,0,0,0
0,0.809738087,49,0.196738963,6500,5,0,2,0
0,0.085108409,54,0.160825176,9500,7,1,1,0
0,0.973447395,42,0.468198992,3175,9,1,0,0
0,0.639081992,48,0.362545818,3000,5,1,1,0
0,0.100835967,87,140,6643.166,6,0,0,0
0,0.06839772,86,60,6643.166,7,0,0,0
0,0,88,0,9265,7,0,0,1
0,0.05968851,76,0.282181539,10432,20,1,0,0
0,0.027999026,70,24,6643.166,8,0,0,0
0,0.085783584,72,0.16900596,5200,12,0,1,0
0,0.132240176,59,0.549862534,4000,9,1,0,0
0,0.085633991,49,0.227886057,2000,14,0,0,0
0,0.924107143,24,0.135388461,4800,7,0,2,0
0,0.952798882,54,0.558740602,6383,10,1,1,0
0,0.0000537,41,0.108461814,5577,7,0,1,0
0,0.655147395,46,0.378128675,5952,6,1,3,0
0,0.329152121,41,0.534155364,4054,8,1,1,0
0,0.017050203,64,0.583655513,7500,19,1,0,0
0,0.9999999,30,0.154187958,4500,4,0,0,1
0,0.004769675,89,0.000572902,3490,9,0,0,0
0,0.034247393,43,0.159026599,5300,10,1,1,0
0,0.170115934,63,0.208084051,6852,20,1,0,0
0,0.310076467,37,0.255326195,9058,7,1,0,0
0,0.999578992,55,0.148483601,7286,6,0,0,1
0,0,26,0,2400,2,0,0,0
0,0.380480301,68,0.051771117,2568,2,0,3,0
0,0.187409279,38,0.49730054,5000,7,1,2,0
0,0.68012303,48,245,6643.166,4,0,0,0
0,0,26,0.337244676,2300,4,1,0,0
0,0.273435385,48,0.218109655,10833,10,1,0,0
0,0.284951627,52,0.380131887,4700,9,1,0,0
0,0.030024681,61,0.852235551,1833,5,1,0,0
0,0.008247756,66,0.943611278,5000,7,1,0,0
0,0.137528803,42,0.504559635,8333,13,1,3,0
0,0.54691406,67,2969,6643.166,6,1,0,0
1,0.9999999,35,0.900911497,3400,6,1,0,1
0,0,53,2658,6643.166,7,1,0,1
0,0.205274463,51,0.361329834,8000,10,1,0,0
0,0,49,0.544228523,9416,11,1,2,1
0,0.466768944,58,0.327109783,4016,8,1,0,0
0,0.911540163,46,3353,6643.166,7,1,1,0
0,0.014088028,51,0.007997715,3500,6,0,1,0
0,0.536461805,45,0.142285905,3000,3,0,1,1
0,0.918342055,33,0.270289344,2833,4,0,0,0
0,0,51,2391,6643.166,10,1,0,0
0,0.023224944,64,0.391854139,6800,18,1,3,0
0,0.016128599,60,1812,6643.166,8,1,0,0
0,0.147242638,85,88,6643.166,3,0,0,0
1,0.983338887,27,0.106808245,1600,9,0,0,0
0,0.286009847,65,3622,6643.166,5,1,0,0
0,0,26,0,0,2,0,0,1
0,0.143931853,61,0.222951896,6090,9,1,0,0
0,0.041104587,28,0.3041988,3500,8,0,0,0
0,0.299417878,56,0.65971575,8583,11,1,0,0
0,0.000428551,88,0.004481434,3123,5,0,0,0
0,0.004505221,39,0.435848607,4200,6,1,2,0
0,0.492643999,55,0.827377113,7750,13,1,0,1
0,0.021547106,56,0.318019519,4200,12,1,2,0
0,0.100173377,44,0.165314965,9000,9,1,2,0
0,0.621007856,64,0.310222339,7600,14,1,1,0
0,0.028752917,72,0.18566124,3500,21,1,0,0
0,0.002681757,51,0.732788003,4400,13,1,2,0
0,0.498488961,39,0.286938021,17860,13,1,0,0
0,0.095340549,56,2779,6643.166,14,1,3,0
0,0.097217141,43,0.276211189,13333,5,1,2,0
0,0.447466239,44,0.443923077,12999,8,1,2,0
0,0,41,0.00419958,10000,7,0,0,0
0,0.360688717,70,0.595462092,1806,7,0,0,0
0,0.726088978,36,0.137081955,2720,4,0,2,1
0,0.033214349,66,1784,6643.166,5,1,0,0
0,0.010893096,71,0.194158076,4073,8,0,0,0
0,0.769773734,53,0.278075992,9500,12,1,1,0
0,0.006654485,50,740,6643.166,7,1,4,0
0,0,69,0,6643.166,4,0,0,0
1,0.922505535,45,0.501614046,12700,11,1,1,0
0,0.455154587,49,0.913286004,1971,11,0,0,1
0,0.84490946,60,0.357151076,8690,6,1,2,0
0,0.9999999,34,0.357756601,6400,6,1,0,0
0,0.033983551,34,0.243744128,11708,14,1,0,0
0,0,44,0.183349121,9500,11,1,2,0
0,0.024378631,52,0.150484952,10000,4,1,3,0
0,0.770867868,49,0.24042455,6500,8,0,0,0
0,0,71,0.233691577,4000,6,1,2,0
0,0,46,0.149445764,5051,3,1,0,0
0,0.337735888,48,3005,6643.166,11,1,2,1
0,0.026621989,62,0.290083632,4184,8,1,2,0
0,0.880186636,41,0.211888395,2472,10,0,0,0
1,0.9999999,50,1305,6643.166,2,1,0,1
0,0.115814589,37,0.067859022,1900,4,0,0,1
0,0.99200034,57,0.555111222,4000,8,1,0,0
0,0.212526282,43,0.206479352,10000,8,1,0,1
0,1.708044916,47,1.862758161,1500,6,1,0,0
0,0.132463863,44,0.120768229,3071,11,0,1,0
0,0.456585044,32,0.630046584,2575,9,1,0,0
0,0.9999999,29,0,6643.166,0,0,0,0
0,0.558873832,30,0.214595135,3000,9,0,0,0
0,0.093454384,43,3986,6643.166,25,1,0,0
0,0.850299401,41,1845,6643.166,3,0,0,0
0,0.102222373,32,0.716513395,2500,6,1,0,0
0,0,52,0.360159658,10772,10,1,4,0
0,0.883293947,36,0.3118458,7833,7,1,0,0
0,0,34,0.36540709,2566,3,0,0,0
0,0.03839346,76,0.01371298,10500,11,0,0,0
0,0.903123346,47,0.342544069,8395,8,1,0,0
0,0.940774925,41,0.381154711,4000,10,1,1,1
0,0.9999999,35,0.007617597,5250,1,0,0,0
0,1.025987006,63,0.521441726,3800,8,1,1,1
0,0.071129391,80,0.093687518,3500,6,0,0,0
0,0,40,509,6643.166,3,0,0,0
0,0.01150123,43,0.418702196,4052,4,1,0,0
0,0,60,114,6643.166,7,0,0,0
0,0.425597312,43,0.302766085,3325,4,1,0,0
0,0,44,0.431305341,3500,4,1,2,0
0,0.630787623,67,0.37942033,7210,12,1,0,0
0,0.0049619,74,8,6643.166,9,0,0,1
0,0.016861692,48,0.425821711,12260,12,1,4,0
0,0.195056302,73,1529,6643.166,10,1,2,0
0,0.231831982,44,0.192690243,12667,6,1,2,0
0,0.306338732,57,0.376373626,6915,12,1,2,0
0,0.9999999,49,2883,0,9,1,1,0
0,0.328573722,66,0.293398759,10800,17,1,1,1
0,0.24664436,45,0.10996858,3500,5,0,1,0
0,0.084138627,67,1295,6643.166,10,1,3,1
0,0.01029897,29,0.00119952,2500,1,0,0,0
0,0.090361993,77,0.311583578,4091,7,1,0,0
0,0.568392168,35,0.903676471,2719,9,1,0,0
0,0.005451823,59,0.00119976,5000,7,0,0,0
0,0.043255885,33,0.009998276,5800,7,0,0,1
0,0.001925099,70,0.024569089,10500,15,0,0,0
0,1.006955514,66,0.214392804,2000,3,0,0,0
0,0.056371415,44,0.359768292,14500,10,1,1,0
0,0.00789921,72,508,6643.166,5,1,0,0
0,0,29,1394,6643.166,5,1,0,0
0,0.018265099,55,0.012643379,7671,6,1,0,0
1,0.9999999,52,0.237812128,6727,2,0,1,0
0,0.342056982,70,0.626394732,10933,13,1,0,0
0,0.039016915,67,0.499126383,1716,5,0,0,0
0,0.296110304,30,0.205498473,3600,3,0,1,0
0,0.0445764,61,37.5,1,4,0,0,0
0,0.000349991,73,681,6643.166,6,1,0,0
0,0,25,0.633373934,820,3,0,0,0
0,0.003574848,70,0.410062479,6081,15,1,0,0
0,0.186851783,62,0.286681021,9752,8,1,0,0
0,0.006922189,68,1,6643.166,9,0,0,0
0,0.474681259,43,0.196592119,4694,6,0,1,0
0,0.356634904,49,0.458135466,4000,11,1,0,1
0,0.982403519,57,2357,6643.166,8,1,0,0
0,0.258431665,70,4045,6643.166,8,1,1,0
1,0.537417139,38,2748,6643.166,5,1,0,1
0,0.369472183,21,7,6643.166,1,0,0,0
0,0.04254138,35,0.486238532,9700,12,1,2,0
1,0.9999999,27,0,2700,0,0,0,1
0,0.096565911,40,0.120809423,3310,4,0,1,0
0,0.295740852,47,0.178619035,3750,3,0,2,0
0,0.213785748,46,0.367816092,2000,5,1,0,0
0,0.339794165,59,3115,6643.166,19,1,0,0
0,0.318112126,60,0.020152792,7591,2,0,0,0
0,0.600066364,53,0.50857819,5070,15,1,1,1
0,0.010092554,37,0.003128259,1917,3,0,0,0
0,0.510087113,61,0.198656111,15030,6,1,1,0
0,0.039753447,66,0.243919633,2836,15,0,0,0
0,0.05101939,59,0.26045568,12815,16,1,3,0
0,0.9999999,63,0.194618671,11000,7,1,0,1
0,0.142398,57,0.264079508,4225,6,1,0,0
0,0.9999999,63,0,1,2,0,0,0
0,0.132962653,61,0.371699564,3900,10,1,3,0
0,0.827200631,53,0.505687694,2900,8,1,0,0
0,0.2391771,72,1.054041983,6716,9,1,1,0
0,0.30428262,32,0.274722886,4600,8,1,0,0
0,0.514708735,35,0.91878384,2400,18,1,1,0
0,0.344317885,27,0.17953362,4416,8,0,0,0
0,0.022438565,81,0.230679837,3441,8,1,0,0
0,0.029431333,70,0.578070322,6000,12,1,0,0
0,0.017832739,38,0.003870718,5166,4,0,1,0
0,0.006838698,43,0.527266028,2713,7,1,1,0
0,0.056476222,59,3612,6643.166,7,1,0,0
0,0.056895398,64,0.335904688,11666,14,1,0,0
0,0.9999999,39,0.112225335,6780,5,0,0,1
0,0.212426252,36,2743,6643.166,8,1,0,0
0,0.01239876,66,14.01876676,372,3,1,0,0
1,0.197701607,55,0.258874113,10000,7,1,1,1
0,1.624465065,61,0.432814229,11750,12,1,1,0
0,0.03473748,67,1969,6643.166,10,1,0,0
0,0.108894555,58,65,6643.166,2,0,0,1
1,0.768820786,25,0.569584736,1781,6,0,0,1
0,0.987367106,56,0.613832059,14516,21,1,0,0
0,0,63,0.087569008,5252,5,1,1,1
0,0.39159148,45,1363,6643.166,7,1,0,0
0,0.884176675,32,0.709526982,1500,6,0,0,0
0,0.332944509,38,0.004916257,12000,3,0,1,0
0,0.366062091,77,0.559043159,7900,12,1,0,0
0,0.9999999,32,0.566289141,1500,4,0,0,0
0,0.059627208,63,639,6643.166,6,0,1,0
0,0.061397627,41,0.718473935,10300,18,1,4,0
0,0.162218632,49,0.459160129,4333,9,1,1,0
0,0.005660923,42,0.001606856,5600,1,0,1,0
0,0.04550585,58,0.00979804,5000,5,0,1,0
0,0.135778145,46,0.325581395,6750,13,1,1,0
0,0.047724174,66,0.75812094,2000,11,1,1,0
1,0.9999999,70,520,6643.166,3,1,0,1
0,0.9999999,31,813,6643.166,4,0,0,1
0,0.267703359,49,0.021265054,9216,4,0,1,0
0,0.947700354,39,0.048520395,3750,8,0,0,1
1,0.978808477,47,0.428419088,3750,5,0,1,1
0,0.959005856,30,0.213268706,3300,5,0,0,0
0,0.098515058,72,1189,0,4,1,0,0
1,0.9999999,39,0.041420118,3041,2,0,3,0
0,0.407186096,46,0.512998,6500,14,1,2,0
0,0.086672375,79,0.134648714,7500,15,0,0,0
0,0.02365588,70,0.01793722,2452,7,0,0,0
0,0.911663333,37,0.632308212,5917,11,1,3,0
0,0.088046633,63,0.157283194,9466,5,1,0,0
0,0.032966889,48,0.537307906,5400,10,1,1,0
0,0.042970201,40,45,0,6,0,0,0
0,0.026599391,62,0.074071225,13000,9,1,1,0
0,0.247103146,63,0.382146601,12400,22,1,1,0
0,0.021639523,56,0.323073492,8966,21,1,2,0
0,0.064372318,41,1.083273338,4166,7,1,1,0
0,0.342435003,55,3840,6643.166,5,1,0,0
0,0.106507141,40,0.173443541,7500,13,1,1,0
0,0.849229165,60,0.848819169,5800,11,1,0,0
0,0.350847689,47,0.43258377,11250,9,1,3,0
0,0.284029179,42,1623,6643.166,10,1,0,0
0,0.909043376,42,0.422447194,8000,11,1,0,0
0,0.006161492,41,0.001079914,8333,3,0,0,0
1,0.9999999,64,0.967923863,2836,6,1,2,1
0,0.167835331,37,0.716118685,3740,20,1,1,0
0,0.162704663,36,0.043175147,8175,9,0,4,0
0,0.028592856,33,0.191657272,2660,8,0,0,1
0,0.9999999,31,0,1200,0,0,0,0
0,0.536349341,48,0.14775359,4317,6,0,2,0
0,0.026159198,74,41,6643.166,3,0,0,0
0,0.009937069,76,0.327737096,5598,16,1,0,0
0,0.020739585,78,374,6643.166,3,0,1,0
0,0.371644487,32,0.427944404,4100,13,0,2,0
0,0.9999999,42,0.082983403,5000,1,0,2,0
0,0.032233653,70,142,6643.166,6,1,0,0
1,0.924601885,43,0.367097806,6880,4,0,1,1
0,0.2505186,77,0.363636364,4300,24,0,0,0
0,0.01783591,80,1062,6643.166,13,1,0,0
0,0.038488034,42,1.225011008,2270,10,1,2,0
0,0.680631937,33,0.057983433,3500,4,0,3,0
0,0.101810554,36,0.816436713,5000,6,1,2,0
1,0.9999999,55,0.025398541,3700,1,0,0,0
0,0.435904273,43,0.353206239,5769,5,1,0,0
0,0.519302673,40,0.765896315,8004,12,1,0,0
0,0.293554293,63,0.282177432,6300,8,1,0,0
0,0.203916305,57,0.346379089,7000,8,1,1,0
0,0.9999999,32,0.096394145,2800,1,0,1,0
0,0.263407239,60,2300,6643.166,21,1,0,0
0,0.013174641,41,0.121859768,8000,8,0,2,0
0,0.101740388,64,0.361220731,3800,9,1,0,0
0,1.209302326,49,10,6643.166,1,0,0,0
0,0.617672488,44,0.14130275,6800,8,0,2,1
0,0.011140155,83,18,6643.166,3,0,0,0
0,0.9999999,45,0,4000,3,0,4,0
1,0.955200471,44,2277,6643.166,10,1,0,0
0,0.038950934,69,0.179793912,8442,15,1,0,0
0,0.006341611,61,0.423549278,6513,19,1,1,0
0,0.655344655,35,0.294355859,3950,6,0,2,0
0,0.494343504,51,0.692561488,3333,6,1,0,0
1,1.000782541,49,0.642629905,6600,9,1,0,1
0,0.105556349,45,0.222071349,8100,5,1,2,0
0,0.208583325,50,0.050887927,6700,10,0,1,0
0,0.136793641,92,0.235086836,3972,11,1,1,1
0,0.169233231,47,0.228154369,5000,6,1,2,0
1,0.9999999,46,117,6643.166,2,0,0,0
0,0.071486036,53,0.182433958,8857,3,1,1,0
0,0.007318071,64,419,6643.166,7,0,0,0
0,0.026048127,49,0.322921627,10500,24,1,0,0
0,0.508254824,47,0.58369593,7813,9,1,1,0
1,0.9999999,41,0.492424242,5147,5,1,1,0
0,0.280334483,34,0.558411882,3500,10,1,0,0
0,0.014083737,67,0.129409265,4705,7,1,0,0
0,0.508008865,49,0.360940809,8970,10,1,4,1
0,0.000115738,60,0.008918316,14800,5,0,1,0
0,0.075929766,40,87,6643.166,9,0,0,0
0,0.010646433,32,0.000830979,6016,8,0,2,0
0,0.03167801,28,0.114237715,2380,7,0,0,0
0,0.155959085,41,2599,0,5,1,0,0
0,0.9999999,62,0.03263928,1776,1,0,0,0
0,0.281677722,32,0.400887929,8333,7,1,4,0
0,0.9999999,24,602,6643.166,0,0,0,0
0,0.358290304,71,1342,6643.166,4,1,0,0
0,0.081071193,44,0.332041747,16000,9,1,3,0
0,0.006631879,27,0.186841149,2750,6,0,0,0
0,0.197212966,49,0.196000987,4050,6,1,0,1
0,0,48,0,6643.166,2,0,0,0
0,0.049889802,44,2549,6643.166,6,1,0,1
0,0.556591981,45,1.409716125,6833,22,1,0,0
0,0.9999999,30,0,6643.166,0,0,0,0
0,0.906381727,50,5317,6643.166,16,1,2,0
0,0.59410642,42,0.838448253,7526,14,1,2,0
0,0.03382955,58,0.177037996,8500,10,1,0,0
0,0.041396982,64,0.018495376,4000,5,0,1,0
0,0.046458026,64,0.133116883,7083,9,0,0,0
0,0.033934804,57,5354,6643.166,9,1,4,0
0,0.103659756,29,0.195398574,3085,5,0,0,0
0,0.9999999,53,0.1026737,10995,7,0,2,0
1,0.9999999,30,0,2900,3,0,1,0
0,0.151567098,61,0.52310231,8483,3,1,0,0
1,0.680161943,47,0.378735696,9000,7,1,2,1
0,0.060876125,67,0.122324159,5885,10,0,2,0
0,0.9999999,24,0.176025918,925,1,0,0,0
0,0.672442519,85,0.020381451,5347,7,0,0,1
0,0.389287936,63,1633,6643.166,9,1,0,0
0,0.376297369,55,1663,6643.166,5,1,0,0
0,0,35,0.195701075,4000,9,0,4,0
0,0.288158053,38,0.494088583,5666,5,1,1,0
0,0.484136932,46,0.144113613,12392,7,1,0,0
0,0.703167083,55,0.174802291,11000,12,0,0,0
0,0.076419464,44,4200,6643.166,23,1,3,0
0,0.017639294,89,0.007223476,2214,6,0,0,0
0,0.00857712,49,0.142343063,2500,10,0,0,0
0,0.806522776,27,0.514185727,8000,11,0,0,0
0,0.86234251,34,0.370256803,5217,6,1,2,0
0,0.665173572,54,0.166102842,2955,3,0,0,0
0,0.02579742,75,0.005178402,15834,2,0,1,0
0,0,42,0,5000,2,0,0,0
0,0.838060769,65,0.568128183,8050,15,1,0,1
0,0.10192376,63,0.327049414,3500,7,1,1,0
0,0.891623721,37,0.564257446,4800,8,1,1,0
0,0.786357071,44,0.066129456,11416,7,0,0,0
0,0.936690115,50,1660,6643.166,7,1,0,1
0,0.151847413,56,0.291383601,14866,15,1,1,1
0,0.00729301,58,0.470048177,11000,10,1,0,0
0,0.004538163,82,0.002220577,2701,4,0,1,0
0,0.615059839,47,2.777496839,790,7,0,0,0
0,0.239984263,33,0.553889222,5000,6,1,1,0
0,0.071618037,70,1557,6643.166,18,1,0,0
0,0.239735812,45,0.73225917,5833,9,1,0,0
0,0.087409383,39,0.389115063,4666,6,1,1,0
0,0.291790743,37,4729,6643.166,6,1,0,0
1,0.9999999,36,2730,6643.166,2,1,0,0
0,1.634551495,28,151,6643.166,1,0,0,0
0,0.007329357,68,0.145237897,12000,20,1,0,0
0,0.9999999,46,0.001142694,7000,0,0,3,0
0,0,60,0.624692034,3652,9,1,0,0
0,0.537109258,56,1.065304309,2250,3,1,0,0
0,0.319447649,55,0.133364098,2166,6,0,1,1
0,0.073916921,44,0.1828594,7595,8,1,0,0
0,0.335712013,41,0.648859731,3200,3,1,0,0
0,0.504430534,25,0.188216476,3750,13,0,0,0
0,0.271030817,49,3.214642263,600,12,1,2,0
0,0.047647618,73,639,6643.166,5,1,0,0
0,0.159244895,50,0.410598234,6000,5,1,0,0
0,0.741639022,55,0.652793401,8000,7,1,0,1
0,0.456195677,65,0.395201599,3000,6,0,0,0
0,0.004570993,28,0.008594983,5700,4,0,0,0
0,0.152989801,65,704,6643.166,4,1,0,0
0,0.371401036,29,0.459297344,3500,8,1,2,0
1,0.966777409,40,0.90261115,2833,5,1,2,1
0,0.978733534,32,1.110963012,3000,16,1,0,1
1,0.909494725,23,0.149140344,2500,8,0,0,0
0,0.016422761,83,0.005982292,4178,8,0,0,0
0,0.16536001,71,0.349833333,5999,11,1,0,0
0,0.683331804,48,2349,6643.166,9,1,0,1
0,0.904559865,36,0.358805885,7000,15,0,1,0
0,0,24,0,3100,1,0,0,0
0,0.024624807,50,0.197565025,7227,6,1,0,0
0,0,81,0,6643.166,4,0,0,0
0,0.012535778,67,1876,6643.166,12,1,0,0
0,0.161527545,77,0.073167863,8500,3,0,1,0
1,1143,44,0.547761883,6500,13,1,2,1
0,0.279617729,59,0.15028584,9095,6,1,1,1
0,0.037579433,68,1934,6643.166,6,1,0,0
0,0.003573653,60,2,6643.166,5,0,0,0
0,0.343657564,58,0.316710411,8000,14,1,0,1
0,0.9999999,23,0.117033604,862,1,0,0,0
0,0.442308844,43,0.063498247,5133,4,0,1,0
0,0.004222228,77,0.002671416,1122,5,0,0,0
0,0.11397067,35,0.667821846,7790,16,1,0,0
0,0.011946215,54,0.003653144,5200,5,0,0,0
0,0.543456543,25,27,6643.166,2,0,0,0
0,0.425149701,30,0.396354014,3400,5,1,0,0
0,0.08628288,61,0.310054326,12700,10,1,0,0
0,0.047813534,86,0.003763643,5313,4,0,0,0
0,0.015679373,73,0.182954261,4000,6,1,0,0
0,0.447986,58,1408,6643.166,5,1,0,0
0,0.017289927,49,0.31778037,6000,13,1,1,0
0,0.077513799,29,0.011997715,5250,4,0,1,0
0,0.243902439,29,0.248864668,1100,3,0,0,0
0,0.469804026,55,2455,6643.166,7,1,0,0
0,0.457507411,39,1003,6643.166,5,0,0,0
0,0.159873773,42,0.413489736,3750,9,1,0,0
0,0.062146416,90,1.41586138,3000,18,1,0,0
0,0.041683931,44,0.796093932,4300,10,1,1,0
0,0.013843317,39,0.00259948,5000,2,0,0,0
0,0.093598023,62,0.226219025,5003,14,1,0,0
0,0.081286569,70,0.118515784,10833,14,1,0,0
0,0.314304201,51,0.440159954,3500,13,0,1,0
0,0.062716294,69,0.03016164,6000,4,0,0,0
0,0.240375962,56,0.678018576,1614,3,1,0,0
1,0.9999999,46,0.427854938,5183,4,1,7,0
0,0.264172212,58,4068,6643.166,6,1,0,0
0,0.283930598,55,1.51545916,4333,14,1,2,0
0,0.016845408,64,0.04854831,2100,6,0,0,0
0,0.571987146,46,0.187713925,5550,9,0,1,0
0,0.584717608,24,0.129642134,1480,3,0,0,0
1,0.752445768,55,0.305395683,2779,5,0,0,1
0,0.971792188,52,0.76123817,5071,15,1,1,0
0,0.640208437,39,2441,6643.166,7,1,0,0
0,0.187268721,69,3740,6643.166,9,1,0,0
0,0,88,0,3333,6,0,0,0
0,0.950105123,46,0.52499494,4940,5,1,3,0
0,0.121227307,34,0.389911384,4400,7,1,0,0
1,0.9999999,48,0.26296065,1600,1,0,0,1
0,0.000808265,54,0.255594705,10500,19,1,0,1
0,0.162063966,51,0.400099994,16000,12,1,2,0
0,0.030960339,51,0.255676759,8983,22,1,0,1
0,0.9999999,46,47,0,0,0,3,0
0,0.702136617,56,0.242281682,3400,8,1,0,0
0,0.036812806,60,0.257091956,14593,9,1,3,0
0,0.01292519,54,0.00235248,5100,9,0,3,0
0,0.968071818,60,4908,6643.166,21,1,0,0
0,0.127202141,45,0.298644545,13500,7,1,3,0
0,0.007363246,75,0.002999,3000,5,0,0,0
0,0.463124282,44,0.659090909,7083,11,1,0,1
0,0.285528031,27,0.208661417,2539,2,0,0,0
0,0.238829674,56,0.259947774,16083,25,1,0,1
0,0.659890841,41,0.374094099,8692,11,1,4,0
0,0.157880118,28,112,6643.166,4,0,0,0
0,0,40,0,4450,4,0,0,0
0,0.032570498,48,0.358771298,12500,21,1,0,1
0,0.163400642,63,279,6643.166,3,0,0,0
0,0.000291949,60,0.518683579,2916,17,1,0,0
0,0.836666107,71,0.073963018,2000,4,0,0,0
0,0.474404095,39,0.199954034,4350,10,1,2,0
0,0.050790004,57,0.375937344,6000,20,1,0,0
0,0.279609581,79,0.225298691,5272,11,1,0,0
1,0.769765421,37,1.433628319,3050,8,1,1,1
0,0.343209383,36,0.408700228,5700,11,1,0,0
0,0.395090522,42,3524,6643.166,7,1,1,0
0,0.377588854,34,0.117312917,4048,5,0,0,0
0,0.9999999,78,6,6643.166,1,0,0,0
0,0.611257459,50,0.459003653,12866,10,1,3,0
0,0.051477664,74,637,6643.166,11,1,0,0
0,0.99000999,35,1254,6643.166,10,0,0,1
0,0.401824962,42,0.3843717,10416,7,1,4,0
0,0,51,0.073110285,4034,8,0,2,0
1,0.772891132,55,0.286726106,12000,6,1,0,1
0,0.132159324,34,0.524502525,3366,6,1,0,0
0,0.402664316,51,0.088775273,4302,5,0,0,0
0,0.397512092,52,0.179539773,15600,16,1,4,0
0,0.013597281,66,4,6643.166,4,0,0,1
0,0.9999999,50,2701,6643.166,1,1,0,0
0,0.011629342,64,0.200303976,12500,10,1,1,0
0,0.028005705,49,0.299329199,7900,16,1,0,0
0,0.004593166,65,1155,6643.166,11,1,0,0
0,0,50,1222,1,19,1,0,0
0,0.054585904,44,1000,6643.166,13,0,2,0
0,0.023248838,36,0.088126389,4050,4,0,0,0
1,0.627858098,54,0.164475316,4030,6,0,1,0
0,0.030802321,51,0.751294548,6565,11,1,0,0
0,0.025361644,57,2884,6643.166,16,1,0,0
0,0.294370925,30,0.420086554,6700,10,1,1,0
0,0.207916833,48,0.180242067,3056,15,0,1,0
0,0.398310697,65,0.4334509,5386,16,0,0,0
0,0.118811275,57,0.117432215,16153,8,1,1,0
0,0.06400657,55,0.479244421,13128,8,1,0,0
0,0.081280535,63,0.441252117,15940,22,1,1,1
0,0.9999999,27,0.077780358,4306,1,0,0,0
0,0.319693442,67,0.494706249,4816,16,1,0,1
0,0.210858301,58,251,6643.166,3,0,1,0
0,0.201663466,67,882,6643.166,6,1,0,0
0,0.159561348,48,0.040845473,3500,2,0,0,0
0,0,37,2865,6643.166,8,1,2,0
0,0.58896167,51,1.424581006,2147,11,1,1,0
0,0.503660421,51,0.346370889,15416,22,1,2,0
0,0.025362648,29,0.191161768,5000,13,0,0,0
0,0.109700356,46,2719,6643.166,7,1,0,0
0,0.005643425,68,0.718816068,3783,4,1,0,0
0,0.988892054,23,245,6643.166,6,0,1,1
0,0.295125487,33,0.426305809,5800,14,1,0,0
0,0.138347164,52,0.274721224,10850,3,1,1,0
0,0.671517276,37,0.387526779,4200,12,0,0,0
0,0.085363988,42,0.653923068,8500,7,1,0,0
0,0.719133902,59,1787,6643.166,11,1,0,0
0,0.091788469,59,4050,6643.166,9,1,3,0
0,0.086850877,62,0.435741646,7570,22,1,0,0
0,0.808042698,52,0.561887622,5000,9,1,3,0
0,0.191958515,45,0.318833764,8505,4,1,1,0
0,0.143608005,54,0.336011427,5600,15,1,2,0
0,0.112387394,30,1230,6643.166,12,0,0,0
1,0.930232558,74,0.32247662,3100,6,0,0,1
0,0.792013418,51,0.180496039,7700,7,0,2,0
0,0.093984336,24,16,6643.166,2,0,0,0
0,0.287522654,39,0.634727545,6000,19,1,2,1
