"year","union","ethnicity","married","health","industry","occupation","residence","lwage","lschool","lexper"
2016,"no","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","south",11.3320253374668,2.484906649788,2.07944154167984
2017,"no","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","south",11.3311466008919,2.484906649788,2.19722457733622
2016,"no","other","no","no","Construction","Craftsmen, Foremen_and_kindred","south",11.3276489465744,2.39789527279837,2.07944154167984
2014,"no","other","no","no","Trade","Sales_Workers","nothern_central",11.0501945254884,2.484906649788,1.94591014905531
2015,"no","other","no","no","Other","Service_Workers","nothern_central",11.1825667625579,2.484906649788,2.07944154167984
2018,"no","other","no","no","Other","Managers, Officials_and_Proprietors","nothern_central",11.3182793518791,2.484906649788,2.39789527279837
2012,"no","other","no","no","Professional_and_Related Service","Clerical_and_kindred","nothern_central",10.6989135301332,2.70805020110221,1.09861228866811
2013,"no","other","no","no","Professional_and_Related Service","Clerical_and_kindred","nothern_central",10.4431093577252,2.70805020110221,1.38629436111989
2018,"no","other","no","no","Professional_and_Related Service","Service_Workers","nothern_central",11.1953812576095,2.70805020110221,2.19722457733622
2011,"yes","other","no","no","Trade","Operatives_and_kindred","north_east",10.39437441374,2.484906649788,1.09861228866811
2013,"no","other","no","no","Manufacturing","Operatives_and_kindred","north_east",10.5771590573454,2.484906649788,1.6094379124341
2014,"no","other","no","no","Trade","Service_Workers","nothern_central",10.2955901114567,2.484906649788,1.79175946922805
2015,"no","other","no","no","Trade","Service_Workers","nothern_central",10.703448716957,2.484906649788,1.94591014905531
2016,"no","other","no","no","Trade","Service_Workers","nothern_central",10.6551781318459,2.484906649788,2.07944154167984
2017,"no","other","no","no","Trade","Service_Workers","nothern_central",10.7106181147569,2.484906649788,2.19722457733622
2012,"no","other","yes","no","Trade","Operatives_and_kindred","north_east",11.0467482655953,2.56494935746154,1.38629436111989
2013,"yes","other","yes","no","Other","Service_Workers","north_east",11.2059727676839,2.56494935746154,1.6094379124341
2014,"yes","other","yes","no","Other","Service_Workers","north_east",11.3277925199252,2.56494935746154,1.79175946922805
2015,"yes","other","yes","no","Business_and_Repair_Service","Service_Workers","north_east",11.5113103613923,2.56494935746154,1.94591014905531
2016,"yes","other","yes","no","Other","Service_Workers","north_east",11.3610989322196,2.56494935746154,2.07944154167984
2017,"yes","other","yes","no","Other","Service_Workers","north_east",11.5410774528696,2.56494935746154,2.19722457733622
2018,"yes","other","yes","no","Other","Service_Workers","nothern_central",11.7394928283449,2.56494935746154,2.30258509299405
2012,"no","other","no","no","Manufacturing","Clerical_and_kindred","north_east",10.6989135301332,2.484906649788,1.6094379124341
2013,"no","other","yes","no","Manufacturing","Laborers_and_farmers","north_east",10.8375488484637,2.484906649788,1.79175946922805
2014,"no","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",10.4381699274625,2.484906649788,1.94591014905531
2015,"no","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",10.8520648193148,2.484906649788,2.07944154167984
2016,"no","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",10.8585190747267,2.484906649788,2.19722457733622
2018,"no","other","yes","no","Trade","Clerical_and_kindred","nothern_central",10.8196580771857,2.484906649788,2.39789527279837
2011,"no","other","no","no","Trade","Managers, Officials_and_Proprietors","nothern_central",10.4631916222889,2.39789527279837,1.09861228866811
2012,"no","other","no","no","Trade","Sales_Workers","nothern_central",11.0946100441232,2.39789527279837,1.38629436111989
2013,"no","other","no","no","Manufacturing","Operatives_and_kindred","nothern_central",11.0279196231785,2.39789527279837,1.6094379124341
2014,"no","other","no","no","Manufacturing","Operatives_and_kindred","nothern_central",11.2151867266786,2.39789527279837,1.79175946922805
2016,"no","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",11.2907824129896,2.39789527279837,2.07944154167984
2017,"no","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",11.4426596407655,2.39789527279837,2.19722457733622
2018,"no","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",11.4057716756913,2.39789527279837,2.30258509299405
2012,"no","other","no","no","Business_and_Repair_Service","Operatives_and_kindred","nothern_central",10.4239623727099,2.39789527279837,1.38629436111989
2013,"no","other","no","no","Trade","Operatives_and_kindred","nothern_central",10.7814594044831,2.39789527279837,1.6094379124341
2014,"no","other","no","no","Trade","Operatives_and_kindred","nothern_central",10.0519075576544,2.39789527279837,1.79175946922805
2015,"no","other","no","no","Trade","Operatives_and_kindred","nothern_central",11.1397467949437,2.39789527279837,1.94591014905531
2017,"no","other","no","no","Other","Managers, Officials_and_Proprietors","nothern_central",11.4482171160794,2.39789527279837,2.19722457733622
2012,"no","other","yes","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central",11.3192290591787,2.484906649788,1.79175946922805
2013,"no","other","yes","no","Trade","Operatives_and_kindred","north_east",11.3075525759481,2.484906649788,1.94591014905531
2014,"no","other","yes","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","north_east",11.2913211034954,2.484906649788,2.07944154167984
2015,"no","other","yes","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","north_east",11.3855817462881,2.484906649788,2.19722457733622
2017,"no","other","yes","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central",11.4664594478774,2.484906649788,2.39789527279837
2018,"no","other","yes","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central",11.755819720664,2.484906649788,2.484906649788
2011,"no","other","no","no","Manufacturing","Operatives_and_kindred","nothern_central",10.965824612516,2.39789527279837,1.09861228866811
2012,"no","other","no","no","Manufacturing","Operatives_and_kindred","nothern_central",10.9633387424121,2.39789527279837,1.38629436111989
2013,"no","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",11.3720084657737,2.39789527279837,1.6094379124341
2015,"no","other","yes","no","Manufacturing","Professional, Technical_and_kindred","nothern_central",11.1503288798137,2.39789527279837,1.94591014905531
2016,"no","other","yes","no","Manufacturing","Professional, Technical_and_kindred","nothern_central",11.1392807744798,2.39789527279837,2.07944154167984
2017,"no","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",11.1730225101594,2.39789527279837,2.19722457733622
2012,"yes","other","no","no","Manufacturing","Operatives_and_kindred","nothern_central",11.4614941610598,2.484906649788,1.79175946922805
2014,"yes","other","no","no","Manufacturing","Operatives_and_kindred","nothern_central",11.5283563934383,2.484906649788,2.07944154167984
2015,"yes","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",11.4524771276148,2.484906649788,2.19722457733622
2016,"yes","other","yes","no","Manufacturing","Professional, Technical_and_kindred","nothern_central",11.4491694642503,2.484906649788,2.30258509299405
2017,"yes","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",11.478704138034,2.484906649788,2.39789527279837
2018,"yes","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",11.4551386066416,2.484906649788,2.484906649788
2011,"no","other","no","no","Construction","Laborers_and_farmers","nothern_central",10.0519075576544,2.484906649788,1.09861228866811
2012,"no","other","no","no","Manufacturing","Operatives_and_kindred","south",11.7407373824863,2.484906649788,1.38629436111989
2013,"yes","other","no","no","Manufacturing","Operatives_and_kindred","south",10.7519006479604,2.484906649788,1.6094379124341
2014,"no","other","no","no","Manufacturing","Operatives_and_kindred","nothern_central",10.6072464788296,2.484906649788,1.79175946922805
2015,"no","other","no","no","Manufacturing","Craftsmen, Foremen_and_kindred","south",11.0282513890309,2.484906649788,1.94591014905531
2016,"no","other","no","no","Construction","Laborers_and_farmers","nothern_central",10.0519075576544,2.484906649788,2.07944154167984
2018,"no","other","no","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central",11.4300707823985,2.484906649788,2.30258509299405
2011,"yes","other","no","no","Manufacturing","Operatives_and_kindred","south",11.3621559459044,2.39789527279837,1.38629436111989
2012,"no","other","no","no","Manufacturing","Operatives_and_kindred","south",11.3364628311182,2.39789527279837,1.6094379124341
2014,"no","other","yes","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south",11.5503353087195,2.39789527279837,1.94591014905531
2015,"no","other","yes","no","Manufacturing","Operatives_and_kindred","south",11.3019641578771,2.39789527279837,2.07944154167984
2016,"no","other","yes","no","Trade","Operatives_and_kindred","south",11.135362739454,2.39789527279837,2.19722457733622
2017,"no","other","yes","no","Other","Operatives_and_kindred","south",11.2228223307789,2.39789527279837,2.30258509299405
2011,"yes","other","no","no","Other","Craftsmen, Foremen_and_kindred","nothern_central",11.8162597253129,2.484906649788,1.09861228866811
2012,"no","other","no","no","Other","Sales_Workers","nothern_central",11.3802959512449,2.484906649788,1.38629436111989
2014,"no","other","no","no","Other","Craftsmen, Foremen_and_kindred","nothern_central",10.2567501811434,2.484906649788,1.79175946922805
2016,"no","other","no","no","Trade","Operatives_and_kindred","nothern_central",10.7185481160012,2.484906649788,2.07944154167984
2017,"no","other","no","no","Trade","Operatives_and_kindred","nothern_central",10.9556338241114,2.484906649788,2.19722457733622
2018,"no","other","no","no","Trade","Operatives_and_kindred","nothern_central",11.0073289787359,2.484906649788,2.30258509299405
2011,"no","other","no","no","Trade","Managers, Officials_and_Proprietors","nothern_central",10.941092854629,2.56494935746154,1.09861228866811
2012,"no","other","yes","no","Trade","Service_Workers","south",10.6911891728554,2.56494935746154,1.38629436111989
2013,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","nothern_central",10.9898168802169,2.56494935746154,1.6094379124341
2014,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","nothern_central",11.1156710566222,2.56494935746154,1.79175946922805
2015,"no","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",11.2734781008635,2.56494935746154,1.94591014905531
2016,"no","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",11.4731040114086,2.56494935746154,2.07944154167984
2017,"no","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",11.8137723004086,2.56494935746154,2.19722457733622
2018,"yes","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",10.7738553857037,2.56494935746154,2.30258509299405
2011,"no","other","no","no","Other","Service_Workers","nothern_central",10.3515963548616,2.30258509299405,1.09861228866811
2014,"no","other","no","no","Other","Service_Workers","nothern_central",10.7682110577699,2.30258509299405,1.79175946922805
2015,"no","other","no","no","Trade","Service_Workers","nothern_central",10.4697594252239,2.30258509299405,1.94591014905531
2016,"no","other","no","no","Professional_and_Related Service","Clerical_and_kindred","nothern_central",10.7870742912372,2.30258509299405,2.07944154167984
2017,"no","other","no","no","Manufacturing","Professional, Technical_and_kindred","nothern_central",11.2960884853616,2.30258509299405,2.19722457733622
2018,"no","other","no","no","Business_and_Repair_Service","Professional, Technical_and_kindred","nothern_central",11.6749543444131,2.30258509299405,2.30258509299405
2013,"yes","other","yes","no","Manufacturing","Operatives_and_kindred","south",11.330417970891,2.484906649788,2.07944154167984
2015,"no","other","yes","no","Manufacturing","Professional, Technical_and_kindred","south",11.3267616561708,2.484906649788,2.30258509299405
2017,"no","other","yes","no","Manufacturing","Operatives_and_kindred","south",11.6914473956522,2.484906649788,2.484906649788
2018,"no","other","yes","no","Manufacturing","Professional, Technical_and_kindred","south",11.6823344285744,2.484906649788,2.56494935746154
2011,"no","other","no","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central",11.4648158341854,2.484906649788,1.38629436111989
2012,"no","other","no","no","Trade","Craftsmen, Foremen_and_kindred","nothern_central",11.7205648047485,2.484906649788,1.6094379124341
2011,"yes","other","no","no","Manufacturing","Craftsmen, Foremen_and_kindred","south",11.1337669346024,2.484906649788,1.6094379124341
2012,"yes","other","no","no","Manufacturing","Laborers_and_farmers","south",11.0296347520985,2.484906649788,1.79175946922805
2013,"yes","other","no","no","Manufacturing","Operatives_and_kindred","south",11.2219042236944,2.484906649788,1.94591014905531
2014,"yes","other","yes","no","Manufacturing","Clerical_and_kindred","south",11.2722226481411,2.484906649788,2.07944154167984
2015,"yes","other","yes","no","Manufacturing","Clerical_and_kindred","south",11.2293590449236,2.484906649788,2.19722457733622
2016,"yes","other","yes","no","Manufacturing","Clerical_and_kindred","south",11.3032049206548,2.484906649788,2.30258509299405
2018,"yes","other","yes","no","Business_and_Repair_Service","Clerical_and_kindred","south",11.2694891512633,2.484906649788,2.484906649788
2011,"no","other","no","no","Trade","Operatives_and_kindred","south",10.7538004346027,2.30258509299405,1.09861228866811
2012,"no","other","no","no","Trade","Operatives_and_kindred","south",11.0718603291094,2.30258509299405,1.38629436111989
2013,"yes","other","no","no","Manufacturing","Operatives_and_kindred","south",10.7077717326993,2.30258509299405,1.6094379124341
2014,"yes","other","no","no","Manufacturing","Operatives_and_kindred","south",10.9490597589127,2.30258509299405,1.79175946922805
2016,"no","other","yes","no","Other","Service_Workers","south",11.4008434102963,2.30258509299405,2.07944154167984
2017,"no","other","yes","no","Other","Service_Workers","south",11.5113959959285,2.30258509299405,2.19722457733622
2018,"no","other","yes","no","Other","Service_Workers","south",11.4926327536025,2.30258509299405,2.30258509299405
2011,"no","other","no","no","Manufacturing","Operatives_and_kindred","nothern_central",10.9246181845714,2.484906649788,1.09861228866811
2012,"yes","other","no","no","Manufacturing","Operatives_and_kindred","south",11.4188589315171,2.484906649788,1.38629436111989
2013,"yes","other","yes","no","Construction","Clerical_and_kindred","south",11.5292739964851,2.484906649788,1.6094379124341
2016,"yes","other","yes","no","Manufacturing","Professional, Technical_and_kindred","south",11.7904618182318,2.484906649788,2.07944154167984
2017,"yes","other","yes","no","Manufacturing","Professional, Technical_and_kindred","south",11.9282348256982,2.484906649788,2.19722457733622
2018,"yes","other","yes","no","Manufacturing","Professional, Technical_and_kindred","south",11.9113430642909,2.484906649788,2.30258509299405
2014,"no","other","yes","no","Manufacturing","Operatives_and_kindred","south",10.9002476087623,2.56494935746154,1.6094379124341
2016,"no","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","south",11.4054837851919,2.56494935746154,1.94591014905531
2018,"no","other","yes","no","Manufacturing","Managers, Officials_and_Proprietors","south",11.5849632958594,2.56494935746154,2.19722457733622
2013,"no","other","no","no","Construction","Craftsmen, Foremen_and_kindred","south",11.5501141148808,2.484906649788,1.38629436111989
2017,"no","other","no","no","Construction","Craftsmen, Foremen_and_kindred","south",11.7991668501303,2.484906649788,2.07944154167984
2018,"no","other","yes","no","Construction","Craftsmen, Foremen_and_kindred","south",11.4730881937841,2.484906649788,2.19722457733622
2013,"yes","other","no","no","Other","Operatives_and_kindred","south",11.5154286294383,2.63905732961526,1.6094379124341
2014,"no","other","yes","no","Other","Professional, Technical_and_kindred","south",11.8475868487009,2.63905732961526,1.79175946922805
2018,"no","other","yes","no","Other","Professional, Technical_and_kindred","south",11.8572758728598,2.63905732961526,2.30258509299405
2014,"yes","black","no","no","Manufacturing","Operatives_and_kindred","south",10.8949284276008,2.484906649788,1.79175946922805
2015,"yes","black","no","no","Manufacturing","Operatives_and_kindred","south",11.0752082544415,2.484906649788,1.94591014905531
2016,"no","black","no","no","Manufacturing","Operatives_and_kindred","south",10.0519075576544,2.484906649788,2.07944154167984
2017,"no","black","yes","no","Manufacturing","Operatives_and_kindred","south",11.0977342108776,2.484906649788,2.19722457733622
2018,"yes","black","yes","no","Trade","Operatives_and_kindred","south",11.1069702367728,2.484906649788,2.30258509299405
2011,"no","other","no","no","Other","Laborers_and_farmers","south",11.1069396213028,2.19722457733622,1.38629436111989
2012,"no","other","yes","no","Construction","Laborers_and_farmers","south",10.0519075576544,2.19722457733622,1.6094379124341
2013,"no","other","yes","no","Other","Operatives_and_kindred","south",10.4630056214115,2.19722457733622,1.79175946922805
2015,"no","other","yes","no","Construction","Craftsmen, Foremen_and_kindred","south",10.8782933886406,2.19722457733622,2.07944154167984
2016,"yes","other","yes","no","Construction","Craftsmen, Foremen_and_kindred","south",10.7306858343986,2.19722457733622,2.19722457733622
2017,"no","other","yes","no","Construction","Craftsmen, Foremen_and_kindred","south",10.6953506975352,2.19722457733622,2.30258509299405
2018,"no","other","yes","no","Construction","Craftsmen, Foremen_and_kindred","south",11.1641286922999,2.19722457733622,2.39789527279837
2011,"no","other","yes","no","Construction","Clerical_and_kindred","south",11.0945820867752,2.56494935746154,1.09861228866811
2013,"no","other","yes","no","Business_and_Repair_Service","Professional, Technical_and_kindred","south",11.3840926168773,2.56494935746154,1.6094379124341
2015,"no","other","no","no","Business_and_Repair_Service","Professional, Technical_and_kindred","south",11.6337653348557,2.56494935746154,1.94591014905531
2016,"no","other","no","no","Business_and_Repair_Service","Professional, Technical_and_kindred","south",11.5283035143205,2.56494935746154,2.07944154167984
2017,"no","other","no","no","Manufacturing","Managers, Officials_and_Proprietors","south",11.8585014931847,2.56494935746154,2.19722457733622
2018,"no","other","no","no","Business_and_Repair_Service","Professional, Technical_and_kindred","south",11.8001174923695,2.56494935746154,2.30258509299405
2011,"no","other","no","yes","Professional_and_Related Service","Craftsmen, Foremen_and_kindred","south",11.4929867024081,2.484906649788,1.79175946922805
2012,"no","other","no","no","Manufacturing","Craftsmen, Foremen_and_kindred","south",11.3865813249136,2.484906649788,1.94591014905531
2013,"no","other","no","no","Professional_and_Related Service","Craftsmen, Foremen_and_kindred","south",11.3560008580288,2.484906649788,2.07944154167984
2014,"no","other","yes","no","Other","Craftsmen, Foremen_and_kindred","south",11.5455160744032,2.484906649788,2.19722457733622
2017,"yes","other","yes","no","Professional_and_Related Service","Craftsmen, Foremen_and_kindred","south",11.5315987292859,2.484906649788,2.484906649788
2011,"no","other","yes","no","Trade","Operatives_and_kindred","south",10.836298865012,2.63905732961526,0.693147180559945
2012,"no","other","yes","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south",11.2203724822057,2.63905732961526,1.09861228866811
2013,"no","other","yes","no","Trade","Craftsmen, Foremen_and_kindred","south",11.5652609560821,2.63905732961526,1.38629436111989
2014,"no","other","yes","no","Trade","Craftsmen, Foremen_and_kindred","south",11.2685853452752,2.63905732961526,1.6094379124341
2015,"no","other","yes","no","Trade","Craftsmen, Foremen_and_kindred","south",11.2003714338465,2.63905732961526,1.79175946922805
2016,"no","other","yes","no","Trade","Craftsmen, Foremen_and_kindred","south",11.4045574312605,2.63905732961526,1.94591014905531
2017,"no","other","yes","no","Trade","Craftsmen, Foremen_and_kindred","south",11.5945359584098,2.63905732961526,2.07944154167984
2018,"no","other","yes","no","Trade","Craftsmen, Foremen_and_kindred","south",11.2700966744696,2.63905732961526,2.19722457733622
2011,"no","other","no","no","Trade","Sales_Workers","south",11.0250885639741,2.484906649788,1.79175946922805
2012,"no","other","no","no","Trade","Sales_Workers","south",10.9962576420774,2.484906649788,1.94591014905531
2013,"no","other","no","no","Trade","Sales_Workers","south",10.7422387079549,2.484906649788,2.07944154167984
2014,"no","other","no","no","Trade","Clerical_and_kindred","south",10.8949284276008,2.484906649788,2.19722457733622
2015,"no","other","no","no","Trade","Clerical_and_kindred","south",11.2197894802735,2.484906649788,2.30258509299405
2017,"no","other","no","no","Manufacturing","Managers, Officials_and_Proprietors","south",10.9517802831079,2.484906649788,2.484906649788
2018,"no","other","yes","no","Other","Clerical_and_kindred","south",10.7586636550598,2.484906649788,2.56494935746154
2011,"no","other","no","no","Trade","Sales_Workers","south",10.3592417009375,2.39789527279837,1.09861228866811
2012,"yes","other","no","no","Other","Clerical_and_kindred","south",10.5360101425296,2.39789527279837,1.38629436111989
2013,"yes","other","no","no","Other","Clerical_and_kindred","south",11.0197165844637,2.39789527279837,1.6094379124341
2015,"yes","other","no","no","Other","Clerical_and_kindred","south",11.3628904043517,2.39789527279837,1.94591014905531
2016,"yes","other","no","no","Other","Clerical_and_kindred","south",11.5195779877895,2.39789527279837,2.07944154167984
2017,"yes","other","no","no","Other","Clerical_and_kindred","south",11.6236619541523,2.39789527279837,2.19722457733622
2018,"yes","other","no","no","Other","Clerical_and_kindred","south",11.8174544036984,2.39789527279837,2.30258509299405
2012,"no","black","no","no","Manufacturing","Operatives_and_kindred","south",10.3918402409046,2.39789527279837,1.38629436111989
2013,"no","black","no","no","Manufacturing","Operatives_and_kindred","south",10.5623237872852,2.39789527279837,1.6094379124341
2014,"no","black","no","no","Construction","Laborers_and_farmers","south",10.8974958911303,2.39789527279837,1.79175946922805
2015,"no","black","no","no","Construction","Craftsmen, Foremen_and_kindred","south",10.6654788935261,2.39789527279837,1.94591014905531
2016,"no","black","no","no","Construction","Laborers_and_farmers","south",10.4122319119733,2.39789527279837,2.07944154167984
2017,"no","black","no","no","Other","Operatives_and_kindred","south",11.0112036092037,2.39789527279837,2.19722457733622
2018,"no","black","no","no","Construction","Craftsmen, Foremen_and_kindred","south",10.9520349148707,2.39789527279837,2.30258509299405
2011,"no","other","no","no","Other","Farm_Laborers_and_Foreman","south",10.8359401746118,2.484906649788,1.38629436111989
2012,"no","other","no","no","Other","Farm_Laborers_and_Foreman","south",10.5070226134689,2.484906649788,1.6094379124341
2013,"no","other","no","no","Other","Farm_Laborers_and_Foreman","south",10.7696249715757,2.484906649788,1.79175946922805
2014,"no","other","yes","no","Other","Farm_Laborers_and_Foreman","south",10.685578325488,2.484906649788,1.94591014905531
2015,"no","other","yes","no","Manufacturing","Farm_Laborers_and_Foreman","south",10.6007502527155,2.484906649788,2.07944154167984
2016,"no","other","yes","no","Other","Farm_Laborers_and_Foreman","south",10.724193166814,2.484906649788,2.19722457733622
2018,"no","other","yes","no","Trade","Farm_Laborers_and_Foreman","south",10.5250487703092,2.484906649788,2.39789527279837
2011,"yes","other","yes","no","Manufacturing","Laborers_and_farmers","south",10.9197280483162,2.484906649788,1.6094379124341
2012,"no","other","no","no","Manufacturing","Operatives_and_kindred","nothern_central",11.0047074384655,2.484906649788,1.79175946922805
2013,"no","other","yes","no","Trade","Clerical_and_kindred","nothern_central",10.7922582584513,2.484906649788,1.94591014905531
2014,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","nothern_central",10.6765298914232,2.484906649788,2.07944154167984
2015,"no","other","yes","no","Other","Managers, Officials_and_Proprietors","nothern_central",10.9355224429686,2.484906649788,2.19722457733622
2011,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","south",11.0593506211487,2.484906649788,1.09861228866811
2012,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","south",11.0919562367323,2.484906649788,1.38629436111989
2014,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","nothern_central",11.2383211052388,2.484906649788,1.79175946922805
2016,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","nothern_central",11.5568572749979,2.484906649788,2.07944154167984
2018,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","nothern_central",11.3872722152669,2.484906649788,2.30258509299405
2011,"no","other","no","no","Trade","Service_Workers","south",10.0519075576544,2.56494935746154,1.6094379124341
2012,"no","other","yes","no","Professional_and_Related Service","Service_Workers","south",10.1693959138817,2.56494935746154,1.79175946922805
2013,"yes","other","yes","no","Other","Craftsmen, Foremen_and_kindred","south",10.6015217720445,2.56494935746154,1.94591014905531
2014,"no","other","yes","no","Other","Craftsmen, Foremen_and_kindred","south",10.4379906396565,2.56494935746154,2.07944154167984
2015,"yes","other","yes","no","Other","Service_Workers","south",11.04599183844,2.56494935746154,2.19722457733622
2016,"yes","other","yes","no","Other","Service_Workers","south",11.2786509436226,2.56494935746154,2.30258509299405
2017,"yes","other","yes","no","Other","Service_Workers","nothern_central",11.4221184208142,2.56494935746154,2.39789527279837
2018,"yes","other","yes","no","Other","Service_Workers","nothern_central",11.4463312857479,2.56494935746154,2.484906649788
2011,"no","other","no","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central",11.3752035902413,2.56494935746154,1.38629436111989
2012,"no","other","yes","no","Professional_and_Related Service","Professional, Technical_and_kindred","nothern_central",11.3050493952565,2.56494935746154,1.6094379124341
2013,"no","other","yes","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central",11.4303732945606,2.56494935746154,1.79175946922805
2014,"no","other","yes","no","Business_and_Repair_Service","Professional, Technical_and_kindred","nothern_central",11.5584751463467,2.56494935746154,1.94591014905531
2016,"no","other","yes","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central",11.5675396839784,2.56494935746154,2.19722457733622
2017,"no","other","yes","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central",11.544386146812,2.56494935746154,2.30258509299405
2018,"no","other","yes","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central",11.5340881473642,2.56494935746154,2.39789527279837
2011,"yes","other","yes","no","Trade","Laborers_and_farmers","south",11.1684266614748,2.484906649788,1.6094379124341
2012,"yes","other","yes","no","Trade","Laborers_and_farmers","south",11.1127941070927,2.484906649788,1.79175946922805
2013,"no","other","yes","no","Other","Laborers_and_farmers","south",11.1381344107656,2.484906649788,1.94591014905531
2014,"no","other","yes","no","Other","Laborers_and_farmers","south",11.0198709946894,2.484906649788,2.07944154167984
2015,"no","other","yes","no","Manufacturing","Operatives_and_kindred","south",11.0984039208658,2.484906649788,2.19722457733622
2016,"no","other","yes","no","Other","Operatives_and_kindred","south",10.9930500147752,2.484906649788,2.30258509299405
2018,"no","other","yes","no","Manufacturing","Operatives_and_kindred","south",11.0761986109347,2.484906649788,2.484906649788
2011,"no","other","no","no","Other","Farm_Laborers_and_Foreman","south",10.4058409884571,2.30258509299405,1.09861228866811
2013,"yes","other","no","no","Manufacturing","Operatives_and_kindred","south",10.7326693026575,2.30258509299405,1.6094379124341
2014,"no","other","no","no","Other","Farm_Laborers_and_Foreman","south",10.6769263328703,2.30258509299405,1.79175946922805
2016,"no","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",10.7018884930557,2.30258509299405,2.07944154167984
2017,"no","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",10.4874745076757,2.30258509299405,2.19722457733622
2018,"no","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",10.8988101428863,2.30258509299405,2.30258509299405
2012,"no","other","no","no","Professional_and_Related Service","Professional, Technical_and_kindred","south",11.2553497470912,2.56494935746154,1.38629436111989
2014,"no","other","no","no","Professional_and_Related Service","Professional, Technical_and_kindred","south",11.7242078297088,2.56494935746154,1.79175946922805
2016,"no","other","no","no","Other","Professional, Technical_and_kindred","south",11.8532512670613,2.56494935746154,2.07944154167984
2017,"no","other","no","no","Professional_and_Related Service","Professional, Technical_and_kindred","south",11.9100351636616,2.56494935746154,2.19722457733622
2018,"no","other","no","no","Other","Professional, Technical_and_kindred","south",12.0349570468011,2.56494935746154,2.30258509299405
2011,"no","other","yes","no","Construction","Laborers_and_farmers","south",11.0005102451322,2.19722457733622,1.94591014905531
2014,"no","other","yes","no","Construction","Craftsmen, Foremen_and_kindred","south",10.3381424627748,2.19722457733622,2.30258509299405
2015,"yes","other","yes","no","Other","Laborers_and_farmers","south",10.0519075576544,2.19722457733622,2.39789527279837
2012,"no","other","yes","no","Other","Clerical_and_kindred","south",10.7391348796877,2.30258509299405,1.38629436111989
2015,"no","other","no","no","Other","Clerical_and_kindred","south",10.7185332883719,2.30258509299405,1.94591014905531
2016,"no","other","yes","no","Other","Clerical_and_kindred","south",10.7309365788454,2.30258509299405,2.07944154167984
2017,"no","other","yes","no","Other","Clerical_and_kindred","south",10.8288821184723,2.30258509299405,2.19722457733622
2018,"yes","other","yes","no","Other","Managers, Officials_and_Proprietors","south",10.9814970538654,2.30258509299405,2.30258509299405
2012,"no","other","yes","no","Professional_and_Related Service","Craftsmen, Foremen_and_kindred","south",10.7187519182978,2.56494935746154,1.38629436111989
2011,"no","other","yes","no","Trade","Operatives_and_kindred","north_east",11.3485353741768,2.484906649788,1.09861228866811
